1,date_ymd,time_h:m:s,feeding_time,group_size,group,access_focal,location_focal,condition,cl_distance,cl_height,cp_distance,cp_height,du_distance,du_height,fg_distance,fg_height,fy_distance,fy_height,iz_distance,iz_height,ma_distance,ma_height,me_distance,me_height,pa_distance,pa_height,pe_distance,pe_height,po_distance,po_height,pp_distance,pp_height,rk_distance,rk_height,tr_distance,tr_height,observer_id
1,06/24/2016, 14:53:07,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,6,ground,13,med,9,med,focal,low,1231
1,06/27/2016, 08:49:24,0,5,2,satellite,satellite,satellite,focal,med,,,4,med,,,,,,,6,low,3,med,,,5,low,,,,,,,,,916
1,06/27/2016, 08:59:24,0,5,2,satellite,satellite,satellite,5,low,,,focal,ground,,,,,,,2,ground,6,med,,,6,med,,,,,,,,,916
1,06/27/2016, 09:09:24,0,5,2,satellite,satellite,satellite,5,med,,,6,low,,,,,,,focal,med,2,med,,,3,med,,,,,,,,,916
1,06/27/2016, 09:19:24,0,5,2,satellite,satellite,satellite,6,med,,,7,low,,,,,,,9,med,focal,med,,,4,med,,,,,,,,,916
1,06/27/2016, 09:29:24,0,5,2,satellite,satellite,satellite,2,low,,,2,low,,,,,,,4,med,1,low,,,focal,low,,,,,,,,,916
1,06/27/2016, 09:39:24,0,5,2,satellite,satellite,satellite,focal,med,,,5,med,,,,,,,2,med,5,med,,,2,med,,,,,,,,,916
1,06/27/2016, 09:49:24,0,5,2,satellite,satellite,satellite,8,low,,,focal,med,,,,,,,7,ground,2,med,,,4,med,,,,,,,,,916
1,06/27/2016, 09:59:24,0,5,2,satellite,satellite,satellite,9,med,,,8,med,,,,,,,focal,ground,5,med,,,5,med,,,,,,,,,916
1,06/27/2016, 10:09:24,1,5,2,satellite,satellite,satellite,10,low,,,8,med,,,,,,,4,ground,focal,med,,,1,med,,,,,,,,,916
1,06/27/2016, 10:19:24,1,5,2,satellite,satellite,satellite,7,med,,,8,low,,,,,,,6,ground,7,low,,,focal,med,,,,,,,,,916
1,06/27/2016, 14:34:02,2,4,3,multiple,satellite,sbc, ,,,,,,,,,,,,,,,,,,,,separate_enclosure,top,separate_enclosure,med,focal,med,separate_enclosure,med,916
1,06/27/2016, 14:44:02,2,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,separate_enclosure,ground,separate_enclosure,med,separate_enclosure,med,focal,med,916
1,06/27/2016, 14:54:02,2,4,3,multiple,satellite,sbc, ,,,,,,,,,,,,,,,,,,,,focal,low,7,med,13,med,separate_enclosure,med,916
1,06/27/2016, 15:04:02,0,4,3,multiple,satellite,sbc, ,,,,,,,,,,,,,,,,,,,,separate_enclosure,low,focal,med,separate_enclosure,med,8,low,916
1,06/27/2016, 15:14:02,0,4,3,multiple,satellite,sbc, ,,,,,,,,,,,,,,,,,,,,9,med,separate_enclosure,top,focal,med,separate_enclosure,med,916
1,06/27/2016, 16:19:36,1,4,3,multiple,satellite,sbc, ,,,,,,,,,,,,,,,,,,,,separate_enclosure,low,separate_enclosure,low,5,med,focal,med,916
1,06/27/2016, 16:29:36,1,4,3,multiple,satellite,sbc, ,,,,,,,,,,,,,,,,,,,,focal,low,4,low,4,low,separate_enclosure,high,916
1,06/27/2016, 16:39:36,2,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,9,low,focal,med,11,med,separate_enclosure,low,916
1,06/27/2016, 16:49:36,2,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,12,top,12,med,focal,med,6,med,916
1,06/27/2016, 16:59:36,2,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,14,high,9,med,separate_enclosure,low,focal,low,916
1,06/28/2016, 05:57:34,0,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,3,med,,,,,,,,,,,,,,,,,916
1,06/28/2016, 06:07:34,0,2,4,satellite,satellite,satellite, ,,6,med,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,06/28/2016, 06:17:34,0,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,4,low,,,,,,,,,,,,,,,,,916
1,06/28/2016, 06:27:34,0,2,4,satellite,satellite,satellite, ,,5,med,,,,,,,focal,low,,,,,,,,,,,,,,,,,916
1,06/28/2016, 06:37:34,1,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,3,low,,,,,,,,,,,,,,,,,916
1,06/28/2016, 06:47:34,1,2,4,satellite,satellite,satellite, ,,9,low,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,06/28/2016, 06:57:34,1,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,7,med,,,,,,,,,,,,,,,,,916
1,06/28/2016, 07:07:34,2,2,4,satellite,satellite,satellite, ,,9,med,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,06/28/2016, 07:17:34,2,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,2,low,,,,,,,,,,,,,,,,,916
1,06/28/2016, 07:27:34,2,2,4,satellite,satellite,satellite, ,,4,low,,,,,,,focal,low,,,,,,,,,,,,,,,,,916
1,06/28/2016, 14:04:14,1,3,1,satellite,satellite,satellite, ,,,,,,focal,med,0,med,,,,,,,6,med,,,,,,,,,,,916
1,06/28/2016, 14:14:14,1,3,1,satellite,satellite,satellite, ,,,,,,0,unknown,focal,low,,,,,,,7,med,,,,,,,,,,,916
1,06/28/2016, 14:24:14,1,3,1,satellite,satellite,satellite, ,,,,,,3,med,6,low,,,,,,,focal,med,,,,,,,,,,,916
1,06/28/2016, 14:34:14,2,3,1,satellite,satellite,satellite, ,,,,,,focal,low,6,med,,,,,,,5,med,,,,,,,,,,,916
1,06/28/2016, 14:44:14,2,3,1,satellite,satellite,satellite, ,,,,,,6,med,focal,low,,,,,,,8,med,,,,,,,,,,,916
1,06/28/2016, 14:54:14,2,3,1,satellite,satellite,satellite, ,,,,,,3,med,5,low,,,,,,,focal,med,,,,,,,,,,,916
1,06/28/2016, 15:04:14,0,3,1,satellite,satellite,satellite, ,,,,,,focal,med,7,med,,,,,,,2,med,,,,,,,,,,,916
1,06/28/2016, 15:14:14,0,3,1,satellite,satellite,satellite, ,,,,,,focal,med,9,low,,,,,,,5,med,,,,,,,,,,,916
1,06/28/2016, 15:24:14,0,3,1,satellite,satellite,satellite, ,,,,,,2,med,8,low,,,,,,,focal,med,,,,,,,,,,,916
1,06/28/2016, 15:34:14,0,3,1,satellite,satellite,satellite, ,,,,,,6,med,focal,low,,,,,,,7,low,,,,,,,,,,,916
1,06/28/2016, 15:44:14,0,3,1,satellite,satellite,satellite, ,,,,,,focal,med,8,med,,,,,,,7,med,,,,,,,,,,,916
1,06/28/2016, 15:54:14,0,3,1,satellite,satellite,satellite, ,,,,,,2,med,2,med,,,,,,,focal,med,,,,,,,,,,,916
1,06/29/2016, 05:46:49,0,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,focal,ground,7,low,separate_enclosure,med,9,high,916
1,06/29/2016, 05:56:49,0,4,3,multiple,satellite,sbc, ,,,,,,,,,,,,,,,,,,,,separate_enclosure,low,focal,med,5,med,separate_enclosure,high,916
1,06/29/2016, 06:06:49,0,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,8,low,separate_enclosure,med,focal,med,11,med,916
1,06/29/2016, 06:16:49,0,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,8,low,separate_enclosure,med,9,med,focal,med,916
1,06/29/2016, 06:26:49,0,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,8,low,13,med,8,low,focal,low,916
1,06/29/2016, 06:36:49,1,4,3,center,center,center, ,,,,,,,,,,,,,,,,,,,,focal,top,13,low,8,med,9,med,916
1,06/29/2016, 06:46:49,1,4,3,center,center,center, ,,,,,,,,,,,,,,,,,,,,7,low,focal,ground,8,med,13,med,916
1,06/29/2016, 06:56:49,1,4,3,center,center,center, ,,,,,,,,,,,,,,,,,,,,5,low,7,med,focal,med,7,med,916
1,06/29/2016, 07:06:49,2,4,3,center,center,center, ,,,,,,,,,,,,,,,,,,,,7,low,8,low,6,med,focal,med,916
1,06/29/2016, 07:16:49,2,4,3,multiple,satellite,sbc, ,,,,,,,,,,,,,,,,,,,,focal,low,3,low,1,med,separate_enclosure,med,916
1,06/29/2016, 07:26:49,2,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,9,low,focal,med,separate_enclosure,low,separate_enclosure,med,916
1,06/29/2016, 07:36:49,0,4,3,multiple,satellite,sbc, ,,,,,,,,,,,,,,,,,,,,separate_enclosure,low,separate_enclosure,med,separate_enclosure,low,focal,med,916
1,06/29/2016, 15:17:07,0,5,2,satellite,satellite,satellite,focal,med,,,2,med,,,,,,,6,ground,4,med,,,6,low,,,,,,,,,916
1,06/29/2016, 15:27:07,0,5,2,satellite,satellite,satellite,6,low,,,focal,med,,,,,,,8,ground,6,low,,,5,low,,,,,,,,,916
1,06/29/2016, 15:37:07,0,5,2,satellite,satellite,satellite,4,low,,,8,med,,,,,,,focal,med,0,med,,,6,med,,,,,,,,,916
1,06/29/2016, 15:47:07,0,5,2,satellite,satellite,satellite,3,low,,,6,ground,,,,,,,3,low,focal,med,,,4,low,,,,,,,,,916
1,06/29/2016, 15:57:07,0,5,2,satellite,satellite,satellite,6,med,,,6," """"",,,,,,,4,med,5,ground,,,focal,low,,,,,,,,,916
1,06/29/2016, 16:07:07,1,5,2,satellite,satellite,satellite,focal,med,,,5,med,,,,,,,5,low,7,low,,,7,low,,,,,,,,,916
1,06/29/2016, 16:17:07,1,5,2,satellite,satellite,satellite,4,med,,,focal,med,,,,,,,6,med,1,med,,,8,low,,,,,,,,,916
1,06/29/2016, 16:27:07,1,5,2,satellite,satellite,satellite,9,low,,,2,ground,,,,,,,focal,ground,3,med,,,6,med,,,,,,,,,916
1,06/29/2016, 16:37:07,2,5,2,satellite,satellite,satellite,7,med,,,4,low,,,,,,,2,low,focal,med,,,4,low,,,,,,,,,916
1,06/29/2016, 16:47:07,2,5,2,satellite,satellite,satellite,8,med,,,3,low,,,,,,,5,med,2,low,,,focal,med,,,,,,,,,916
1,06/29/2016, 16:57:07,2,5,2,satellite,satellite,satellite,focal,med,,,8,low,,,,,,,4,low,9,low,,,12,med,,,,,,,,,916
1,06/29/2016, 17:07:07,0,5,2,satellite,satellite,satellite,4,med,,,focal,med,,,,,,,6,low,8,med,,,8,med,,,,,,,,,916
1,06/29/2016, 17:17:07,0,5,2,satellite,satellite,satellite,2,low,,,7,med,,,,,,,focal,low,5,med,,,9,ground,,,,,,,,,916
1,06/30/2016, 09:10:27,0,3,1,multiple,center,cbc, ,,,,,,11,med,10,low,,,,,,,focal,top,,,,,,,,,,,916
1,06/30/2016, 09:20:27,0,3,1,multiple,center,cbc, ,,,,,,focal,med,3,low,,,,,,,11,top,,,,,,,,,,,916
1,06/30/2016, 09:30:27,0,3,1,multiple,center,cbc, ,,,,,,3,med,focal,low,,,,,,,10,top,,,,,,,,,,,916
1,06/30/2016, 09:40:27,0,3,1,multiple,center,cbc, ,,,,,,11,med,10,low,,,,,,,focal,top,,,,,,,,,,,916
1,06/30/2016, 09:50:27,0,3,1,multiple,center,cbc, ,,,,,,focal,med,3,low,,,,,,,11,top,,,,,,,,,,,916
1,06/30/2016, 10:00:27,1,3,1,multiple,center,cbc, ,,,,,,3,high,focal,top,,,,,,,7,top,,,,,,,,,,,916
1,06/30/2016, 10:10:27,1,3,1,multiple,center,cbc, ,,,,,,10,med,11,low,,,,,,,focal,top,,,,,,,,,,,916
1,06/30/2016, 10:20:27,1,3,1,multiple,center,cbc, ,,,,,,focal,high,2,high,,,,,,,7,med,,,,,,,,,,,916
1,06/30/2016, 10:30:27,2,3,1,multiple,center,cbc, ,,,,,,0,unknown,focal,med,,,,,,,8,med,,,,,,,,,,,916
1,06/30/2016, 10:40:27,2,3,1,multiple,center,cbc, ,,,,,,separate_enclosure,med,separate_enclosure,med,,,,,,,focal,med,,,,,,,,,,,916
1,06/30/2016, 10:50:27,2,3,1,multiple,center,cbc, ,,,,,,focal,med,0,med,,,,,,,9,top,,,,,,,,,,,916
1,06/30/2016, 16:47:13,2,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,4,med,,,,,,,,,,,,,,,,,916
1,06/30/2016, 16:57:13,2,2,4,satellite,satellite,satellite, ,,10,med,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,06/30/2016, 17:07:13,0,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,4,med,,,,,,,,,,,,,,,,,916
1,06/30/2016, 17:17:13,0,2,4,satellite,satellite,satellite, ,,4,med,,,,,,,focal,low,,,,,,,,,,,,,,,,,916
1,06/30/2016, 17:27:13,0,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,8,med,,,,,,,,,,,,,,,,,916
1,06/30/2016, 17:37:13,0,2,4,satellite,satellite,satellite, ,,5,med,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,07/01/2016, 08:18:16,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,focal,med,6,med,8,med,7,ground,916
1,07/01/2016, 08:28:16,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,7,low,focal,med,6,med,3,med,916
1,07/01/2016, 08:48:16,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,7,med,6,med,focal,med,5,med,916
1,07/01/2016, 09:08:16,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,7,med,11,ground,5,med,focal,ground,916
1,07/01/2016, 09:18:16,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,focal,med,4,med,7,med,5,med,916
1,07/01/2016, 09:28:16,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,7,low,focal,med,4,med,6,low,916
1,07/01/2016, 09:38:16,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,8,low,2,med,focal,med,7,low,916
1,07/01/2016, 09:48:16,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,4,low,6,med,2,low,focal,ground,916
1,07/01/2016, 09:58:16,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,focal,low,2,ground,7,med,5,ground,916
1,07/01/2016, 10:08:16,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,4,low,focal,unknown,7,med,3,med,916
1,07/01/2016, 10:18:16,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,4,med,12,low,focal,med,10,med,916
1,07/01/2016, 10:28:16,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,3,low,3,low,6,med,focal,low,916
1,07/01/2016, 14:53:22,2,5,2,center,center,center,focal,low,,,8,high,,,,,,,8,low,3,med,,,5,med,,,,,,,,,916
1,07/01/2016, 15:03:22,0,5,2,center,center,center,7,med,,,focal,low,,,,,,,10,med,9,med,,,4,med,,,,,,,,,916
1,07/01/2016, 15:13:22,0,5,2,center,center,center,8,low,,,5,low,,,,,,,focal,high,7,med,,,6,med,,,,,,,,,916
1,07/01/2016, 15:23:22,0,5,2,center,center,center,4,low,,,2,low,,,,,,,7,med,focal,low,,,4,med,,,,,,,,,916
1,07/01/2016, 15:33:22,0,5,2,center,center,center,8,top,,,7,high,,,,,,,5,low,3,med,,,focal,med,,,,,,,,,916
1,07/01/2016, 15:43:22,0,5,2,center,center,center,focal,med,,,not_visible," """"",,,,,,,6,med,9,low,,,9,med,,,,,,,,,916
1,07/01/2016, 15:53:22,0,5,2,center,center,center,focal,high,,,5,high,,,,,,,4,high,10,low,,,9,low,,,,,,,,,916
1,07/01/2016, 16:03:22,1,5,2,center,center,center,9,low,,,focal,high,,,,,,,6,med,7,high,,,4,high,,,,,,,,,916
1,07/01/2016, 16:13:22,1,5,2,satellite,satellite,satellite,8,low,,,not_visible," """"",,,,,,,focal,low,5,med,,,11,high,,,,,,,,,916
1,07/01/2016, 16:23:22,1,5,2,center,center,center,10,low,,,not_visible," """"",,,,,,,2,high,focal,high,,,7,high,,,,,,,,,916
1,07/01/2016, 16:33:22,2,5,2,center,center,center,focal,med,,,4,low,,,,,,,9,low,7,med,,,8,med,,,,,,,,,916
1,07/01/2016, 16:43:22,2,5,2,multiple,center,cbc,separate_enclosure,low,,,separate_enclosure,low,,,,,,,focal,high,separate_enclosure,low,,,separate_enclosure,low,,,,,,,,,916
1,07/01/2016, 16:53:22,2,5,2,multiple,center,cbc,separate_enclosure,ground,,,separate_enclosure,med,,,,,,,separate_enclosure,low,focal,med,,,4,high,,,,,,,,,916
1,07/01/2016, 17:03:22,0,5,2,multiple,satellite,sbc,7,med,,,focal,low,,,,,,,separate_enclosure,high,separate_enclosure,low,,,not_visible," """"",,,,,,,,,916
1,07/02/2016, 05:55:12,0,3,1,satellite,satellite,satellite, ,,,,,,focal,med,0,med,,,,,,,3,med,,,,,,,,,,,916
1,07/02/2016, 06:05:12,0,3,1,satellite,satellite,satellite, ,,,,,,0,med,focal,med,,,,,,,5,med,,,,,,,,,,,916
1,07/02/2016, 06:15:12,0,3,1,satellite,satellite,satellite, ,,,,,,5,med,8,low,,,,,,,focal,med,,,,,,,,,,,916
1,07/02/2016, 06:25:12,0,3,1,satellite,satellite,satellite, ,,,,,,focal,med,4,low,,,,,,,5,med,,,,,,,,,,,916
1,07/02/2016, 06:35:12,1,3,1,satellite,satellite,satellite, ,,,,,,1,unknown,focal,med,,,,,,,6,med,,,,,,,,,,,916
1,07/02/2016, 06:45:12,1,3,1,satellite,satellite,satellite, ,,,,,,2,med,5,med,,,,,,,focal,med,,,,,,,,,,,916
1,07/02/2016, 06:55:12,1,3,1,satellite,satellite,satellite, ,,,,,,focal,med,1,med,,,,,,,6,med,,,,,,,,,,,916
1,07/02/2016, 07:05:12,2,3,1,satellite,satellite,satellite, ,,,,,,5,med,focal,med,,,,,,,6,med,,,,,,,,,,,916
1,07/02/2016, 07:15:12,2,3,1,satellite,satellite,satellite, ,,,,,,5,low,3,med,,,,,,,focal,med,,,,,,,,,,,916
1,07/02/2016, 07:25:12,2,3,1,satellite,satellite,satellite, ,,,,,,focal,med,4,low,,,,,,,5,low,,,,,,,,,,,916
1,07/02/2016, 07:35:12,0,3,1,satellite,satellite,satellite, ,,,,,,4,low,focal,low,,,,,,,10,med,,,,,,,,,,,916
1,07/02/2016, 07:55:12,0,3,1,satellite,satellite,satellite, ,,,,,,4,med,4,med,,,,,,,focal,med,,,,,,,,,,,916
1,07/02/2016, 13:14:32,0,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,3,med,,,,,,,,,,,,,,,,,916
1,07/02/2016, 13:24:32,0,2,4,satellite,satellite,satellite, ,,0,med,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,07/02/2016, 13:34:32,0,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,11,med,,,,,,,,,,,,,,,,,916
1,07/02/2016, 13:44:32,0,2,4,satellite,satellite,satellite, ,,11,med,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,07/02/2016, 13:54:32,0,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,10,low,,,,,,,,,,,,,,,,,916
1,07/02/2016, 14:54:32,2,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,6,med,,,,,,,,,,,,,,,,,916
1,07/02/2016, 15:04:32,0,2,4,satellite,satellite,satellite, ,,5,med,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,07/02/2016, 15:14:32,0,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,2,med,,,,,,,,,,,,,,,,,916
1,07/05/2016, 05:59:16,0,5,2,satellite,satellite,satellite,focal,ground,,,12,med,,,,,,,3,ground,3,med,,,7,low,,,,,,,,,916
1,07/05/2016, 06:09:16,0,5,2,satellite,satellite,satellite,5,med,,,focal,ground,,,,,,,8,med,4,low,,,5,med,,,,,,,,,916
1,07/05/2016, 06:19:16,0,5,2,satellite,satellite,satellite,5,med,,,10,low,,,,,,,focal,med,7,med,,,3,med,,,,,,,,,916
1,07/05/2016, 06:29:16,0,5,2,satellite,satellite,satellite,5,med,,,1,low,,,,,,,10,med,focal,low,,,8,med,,,,,,,,,916
1,07/05/2016, 06:39:16,1,5,2,satellite,satellite,satellite,5,low,,,11,low,,,,,,,4,med,4,med,,,focal,med,,,,,,,,,916
1,07/05/2016, 06:49:16,1,5,2,satellite,satellite,satellite,focal,med,,,6,low,,,,,,,7,med,11,med,,,10,med,,,,,,,,,916
1,07/05/2016, 06:59:16,1,5,2,satellite,satellite,satellite,7,med,,,focal,med,,,,,,,12,med,5,med,,,4,med,,,,,,,,,916
1,07/05/2016, 07:09:16,2,5,2,satellite,satellite,satellite,4,med,,,7,med,,,,,,,focal,med,8,low,,,7,med,,,,,,,,,916
1,07/05/2016, 07:19:16,2,5,2,satellite,satellite,satellite,8,low,,,11,med,,,,,,,7,med,focal,low,,,12,med,,,,,,,,,916
1,07/05/2016, 07:29:16,2,5,2,satellite,satellite,satellite,8,low,,,5,low,,,,,,,2,med,4,med,,,focal,med,,,,,,,,,916
1,07/06/2016, 10:59:21,2,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,14,med,,,,,,,,,,,,,,,,,1231
1,07/06/2016, 11:09:21,0,2,4,satellite,satellite,satellite, ,,7,low,,,,,,,focal,med,,,,,,,,,,,,,,,,,1231
1,07/06/2016, 11:19:21,0,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,5,low,,,,,,,,,,,,,,,,,1231
1,07/06/2016, 11:29:21,0,2,4,satellite,satellite,satellite, ,,10,med,,,,,,,focal,low,,,,,,,,,,,,,,,,,1231
1,07/06/2016, 11:39:21,0,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,11,low,,,,,,,,,,,,,,,,,1231
1,07/06/2016, 11:49:21,0,2,4,satellite,satellite,satellite, ,,11,med,,,,,,,focal,low,,,,,,,,,,,,,,,,,1231
1,07/06/2016, 11:59:21,0,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,11,low,,,,,,,,,,,,,,,,,1231
1,07/06/2016, 12:09:21,0,2,4,satellite,satellite,satellite, ,,6,low,,,,,,,focal,low,,,,,,,,,,,,,,,,,1231
1,07/06/2016, 12:19:21,0,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,3,low,,,,,,,,,,,,,,,,,1231
1,07/06/2016, 12:29:21,0,2,4,satellite,satellite,satellite, ,,12,med,,,,,,,focal,low,,,,,,,,,,,,,,,,,1231
1,07/06/2016, 12:39:21,0,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,12,low,,,,,,,,,,,,,,,,,1231
1,07/06/2016, 15:17:40,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,7,ground,7,med,5,med,focal,med,916
1,07/06/2016, 16:15:50,1,3,1,satellite,satellite,satellite, ,,,,,,4,med,focal,low,,,,,,,10,med,,,,,,,,,,,1231
1,07/06/2016, 16:25:50,1,3,1,satellite,satellite,satellite, ,,,,,,3,med,5,low,,,,,,,focal,low,,,,,,,,,,,1231
1,07/06/2016, 16:35:50,2,3,1,satellite,satellite,satellite, ,,,,,,focal,med,5,low,,,,,,,3,med,,,,,,,,,,,1231
1,07/06/2016, 16:37:40,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,6,low,5,low,focal,med,9,med,916
1,07/06/2016, 16:45:50,2,3,1,satellite,satellite,satellite, ,,,,,,2,med,focal,med,,,,,,,8,med,,,,,,,,,,,1231
1,07/06/2016, 16:47:40,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,8,low,focal,low,10,med,13,med,916
1,07/06/2016, 16:55:50,2,3,1,satellite,satellite,satellite, ,,,,,,7,med,5,med,,,,,,,focal,med,,,,,,,,,,,1231
1,07/06/2016, 16:57:40,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,focal,med,8,med,13,low,10,med,916
1,07/06/2016, 17:05:50,0,3,1,satellite,satellite,satellite, ,,,,,,focal,med,6,low,,,,,,,4,med,,,,,,,,,,,1231
1,07/06/2016, 17:07:40,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,4,med,7,med,10,low,focal,med,916
1,07/06/2016, 17:15:50,0,3,1,satellite,satellite,satellite, ,,,,,,0,med,focal,med,,,,,,,4,med,,,,,,,,,,,1231
1,07/06/2016, 17:17:40,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,10,low,10,low,focal,med,6,ground,916
1,07/06/2016, 17:25:50,0,3,1,satellite,satellite,satellite, ,,,,,,7,med,4,med,,,,,,,focal,med,,,,,,,,,,,1231
1,07/06/2016, 17:27:40,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,13,low,focal,med,8,med,10,med,916
1,07/06/2016, 17:35:50,0,3,1,satellite,satellite,satellite, ,,,,,,focal,med,4,med,,,,,,,7,med,,,,,,,,,,,1231
1,07/06/2016, 17:45:50,0,3,1,satellite,satellite,satellite, ,,,,,,2,med,focal,med,,,,,,,4,med,,,,,,,,,,,1231
1,07/06/2016, 17:55:50,0,3,1,satellite,satellite,satellite, ,,,,,,5,med,13,low,,,,,,,focal,med,,,,,,,,,,,1231
1,07/07/2016, 06:00:51,0,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,5,med,,,,,,,,,,,,,,,,,916
1,07/07/2016, 06:10:51,0,2,4,satellite,satellite,satellite, ,,10,med,,,,,,,focal,low,,,,,,,,,,,,,,,,,916
1,07/07/2016, 06:20:51,0,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,10,low,,,,,,,,,,,,,,,,,916
1,07/07/2016, 06:30:51,1,2,4,satellite,satellite,satellite, ,,10,med,,,,,,,focal,low,,,,,,,,,,,,,,,,,916
1,07/07/2016, 06:40:51,1,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,6,med,,,,,,,,,,,,,,,,,916
1,07/07/2016, 06:50:51,1,2,4,satellite,satellite,satellite, ,,8,low,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,07/07/2016, 07:00:51,2,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,6,med,,,,,,,,,,,,,,,,,916
1,07/07/2016, 07:10:51,2,2,4,satellite,satellite,satellite, ,,8,med,,,,,,,focal,low,,,,,,,,,,,,,,,,,916
1,07/07/2016, 07:20:51,2,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,7,med,,,,,,,,,,,,,,,,,916
1,07/07/2016, 07:30:51,0,2,4,satellite,satellite,satellite, ,,11,med,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,07/07/2016, 08:57:14,0,5,2,center,center,center,focal,low,,,9,low,,,,,,,10,med,not_visible,unknown,,,4,med,,,,,,,,,1231
1,07/07/2016, 09:07:14,0,5,2,center,center,center,8,low,,,13,med,,,,,,,11,med,focal,high,,,10,med,,,,,,,,,1231
1,07/07/2016, 09:17:14,0,5,2,center,center,center,7,high,,,15,low,,,,,,,4,med,8,med,,,focal,med,,,,,,,,,1231
1,07/07/2016, 09:27:14,0,5,2,center,center,center,11,med,,,focal,low,,,,,,,6,med,4,low,,,10,med,,,,,,,,,1231
1,07/07/2016, 09:37:14,0,5,2,center,center,center,12,med,,,10,low,,,,,,,focal,med,11,low,,,10,med,,,,,,,,,1231
1,07/07/2016, 09:47:14,0,5,2,satellite,satellite,satellite,focal,med,,,14,low,,,,,,,3,med,7,med,,,4,med,,,,,,,,,1231
1,07/07/2016, 09:57:14,0,5,2,satellite,satellite,satellite,6,med,,,11,low,,,,,,,12,low,focal,low,,,4,med,,,,,,,,,1231
