1,date_ymd,time_h:m:s,feeding_time,group_size,group,access_focal,location_focal,condition,cl_distance,cl_height,cp_distance,cp_height,du_distance,du_height,fg_distance,fg_height,fy_distance,fy_height,iz_distance,iz_height,ma_distance,ma_height,me_distance,me_height,pa_distance,pa_height,pe_distance,pe_height,po_distance,po_height,pp_distance,pp_height,rk_distance,rk_height,tr_distance,tr_height,observer_id
1,07/26/2016, 07:38:41,0,5,2,satellite,satellite,satellite,focal,med,,,5,low,,,,,,,5,med,8,low,,,focal,med,,,,,,,,,916
1,07/26/2016, 09:09:51,0,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,6,low,,,,,,,,,,,,,,,,,1231
1,07/26/2016, 09:32:31,0,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,10,low,,,,,,,,,,,,,,,,,1231
1,07/26/2016, 09:42:31,0,2,4,satellite,satellite,satellite, ,,4,med,,,,,,,focal,med,,,,,,,,,,,,,,,,,1231
1,07/26/2016, 09:52:31,0,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,6,med,,,,,,,,,,,,,,,,,1231
1,07/26/2016, 10:02:31,1,2,4,satellite,satellite,satellite, ,,11,low,,,,,,,focal,med,,,,,,,,,,,,,,,,,1231
1,07/26/2016, 10:12:31,1,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,6,med,,,,,,,,,,,,,,,,,1231
1,07/26/2016, 10:22:31,1,2,4,satellite,satellite,satellite, ,,6,low,,,,,,,focal,med,,,,,,,,,,,,,,,,,1231
1,07/26/2016, 10:32:31,2,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,4,low,,,,,,,,,,,,,,,,,1231
1,07/26/2016, 10:42:31,2,2,4,satellite,satellite,satellite, ,,5,low,,,,,,,focal,med,,,,,,,,,,,,,,,,,1231
1,07/26/2016, 13:56:53,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,11,med,7,low,focal,med,5,med,916
1,07/26/2016, 14:06:53,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,4,low,5,med,8,med,focal,low,916
1,07/26/2016, 14:16:53,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,focal,low,12,med,7,med,14,low,916
1,07/26/2016, 14:26:53,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,7,low,focal,low,8,med,7,med,916
1,07/26/2016, 14:36:53,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,13,low,10,med,focal,med,11,med,916
1,07/26/2016, 14:46:53,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,11,low,6,low,10,low,focal,med,916
1,07/26/2016, 14:56:53,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,focal,low,3,med,6,med,13,med,916
1,07/26/2016, 14:59:15,2,3,1,center,center,center, ,,,,,,9,med,8,med,,,,,,,focal,med,,,,,,,,,,,1231
1,07/26/2016, 15:06:53,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,6,low,focal,med,4,med,5,med,916
1,07/26/2016, 15:09:15,0,3,1,center,center,center, ,,,,,,0,med,focal,med,,,,,,,8,med,,,,,,,,,,,1231
1,07/26/2016, 15:16:53,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,7,med,8,med,focal,med,7,med,916
1,07/26/2016, 15:19:15,0,3,1,center,center,center, ,,,,,,focal,med,7,ground,,,,,,,3,med,,,,,,,,,,,1231
1,07/26/2016, 15:26:53,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,15,low,10,med,5,med,focal,med,916
1,07/26/2016, 15:29:15,0,3,1,center,center,center, ,,,,,,1,low,3,ground,,,,,,,focal,unknown,,,,,,,,,,,1231
1,07/26/2016, 15:39:15,0,3,1,center,center,center, ,,,,,,2,low,focal,ground,,,,,,,8,med,,,,,,,,,,,1231
1,07/26/2016, 15:49:15,0,3,1,center,center,center, ,,,,,,focal,med,6,high,,,,,,,14,low,,,,,,,,,,,1231
1,07/26/2016, 15:59:15,0,3,1,center,center,center, ,,,,,,12,med,14,med,,,,,,,focal,low,,,,,,,,,,,1231
1,07/26/2016, 16:09:15,1,3,1,center,center,center, ,,,,,,7,low,focal,low,,,,,,,8,low,,,,,,,,,,,1231
1,07/26/2016, 16:19:15,1,3,1,center,center,center, ,,,,,,focal,med,2,med,,,,,,,14,med,,,,,,,,,,,1231
1,07/26/2016, 16:29:15,1,3,1,center,center,center, ,,,,,,9,med,10,med,,,,,,,focal,med,,,,,,,,,,,1231
1,07/26/2016, 16:39:15,2,3,1,satellite,satellite,satellite, ,,,,,,6,med,focal,low,,,,,,,8,med,,,,,,,,,,,1231
1,07/26/2016, 16:49:15,2,3,1,satellite,satellite,satellite, ,,,,,,focal,low,6,med,,,,,,,8,med,,,,,,,,,,,1231
1,07/27/2016, 06:00:06,0,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,8,med,,,,,,,,,,,,,,,,,1231
1,07/27/2016, 06:10:06,0,2,4,satellite,satellite,satellite, ,,5,med,,,,,,,focal,low,,,,,,,,,,,,,,,,,1231
1,07/27/2016, 06:20:06,0,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,5,med,,,,,,,,,,,,,,,,,1231
1,07/27/2016, 06:30:06,1,2,4,satellite,satellite,satellite, ,,4,med,,,,,,,focal,med,,,,,,,,,,,,,,,,,1231
1,07/27/2016, 06:40:06,1,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,11,med,,,,,,,,,,,,,,,,,1231
1,07/27/2016, 06:50:06,1,2,4,satellite,satellite,satellite, ,,3,med,,,,,,,focal,low,,,,,,,,,,,,,,,,,1231
1,07/27/2016, 07:00:06,2,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,1,med,,,,,,,,,,,,,,,,,1231
1,07/27/2016, 07:10:06,2,2,4,satellite,satellite,satellite, ,,6,med,,,,,,,focal,med,,,,,,,,,,,,,,,,,1231
1,07/27/2016, 07:20:06,2,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,2,med,,,,,,,,,,,,,,,,,1231
1,07/27/2016, 08:44:43,0,5,2,multiple,satellite,sbc,focal,med,,,5,low,,,,,,,4,low,12,med,,,13,med,,,,,,,,,916
1,07/27/2016, 08:54:43,0,5,2,multiple,satellite,sbc,separate_enclosure,med,,,focal,low,,,,,,,separate_enclosure,low,7,med,,,separate_enclosure,med,,,,,,,,,916
1,07/27/2016, 09:04:43,0,5,2,multiple,center,cbc,separate_enclosure,med,,,separate_enclosure,low,,,,,,,focal,low,8,low,,,8,med,,,,,,,,,916
1,07/27/2016, 09:14:43,0,5,2,multiple,satellite,sbc,9,low,,,1,med,,,,,,,separate_enclosure,low,focal,med,,,separate_enclosure,low,,,,,,,,,916
1,07/27/2016, 09:24:43,0,5,2,multiple,center,cbc,separate_enclosure,med,,,separate_enclosure,med,,,,,,,separate_enclosure,low,separate_enclosure,med,,,focal,med,,,,,,,,,916
1,07/27/2016, 09:34:43,0,5,2,multiple,satellite,sbc,focal,med,,,9,med,,,,,,,separate_enclosure,med,5,med,,,separate_enclosure,high,,,,,,,,,916
1,07/27/2016, 09:44:43,0,5,2,multiple,satellite,sbc,8,med,,,focal,low,,,,,,,separate_enclosure,low,5,low,,,separate_enclosure,med,,,,,,,,,916
1,07/27/2016, 09:54:43,0,5,2,multiple,center,cbc,separate_enclosure,med,,,separate_enclosure,low,,,,,,,focal,low,separate_enclosure,med,,,9,med,,,,,,,,,916
1,07/27/2016, 10:04:43,1,5,2,multiple,satellite,sbc,12,med,,,8,low,,,,,,,separate_enclosure,low,focal,med,,,separate_enclosure,low,,,,,,,,,916
1,07/27/2016, 10:14:43,1,5,2,multiple,center,cbc,10,low,,,separate_enclosure,low,,,,,,,8,low,separate_enclosure,med,,,focal,med,,,,,,,,,916
1,07/27/2016, 10:24:43,1,5,2,multiple,satellite,sbc,focal,med,,,6,low,,,,,,,8,med,7,med,,,10,med,,,,,,,,,916
1,07/27/2016, 10:34:43,2,5,2,multiple,satellite,sbc,2,low,,,focal,low,,,,,,,separate_enclosure,high,7,low,,,7,low,,,,,,,,,916
1,07/27/2016, 13:59:03,0,3,1,satellite,satellite,satellite, ,,,,,,focal,low,3,low,,,,,,,7,med,,,,,,,,,,,1231
1,07/27/2016, 14:09:03,1,3,1,satellite,satellite,satellite, ,,,,,,6,low,6,low,,,,,,,focal,med,,,,,,,,,,,1231
1,07/27/2016, 14:19:03,1,3,1,satellite,satellite,satellite, ,,,,,,0,med,focal,med,,,,,,,5,med,,,,,,,,,,,1231
1,07/27/2016, 14:29:03,1,3,1,satellite,satellite,satellite, ,,,,,,focal,med,6,low,,,,,,,1,med,,,,,,,,,,,1231
1,07/27/2016, 14:49:03,2,3,1,satellite,satellite,satellite, ,,,,,,4,med,5,low,,,,,,,focal,med,,,,,,,,,,,1231
1,07/27/2016, 14:59:03,2,3,1,satellite,satellite,satellite, ,,,,,,4,med,focal,low,,,,,,,7,med,,,,,,,,,,,1231
1,07/27/2016, 15:09:03,0,3,1,satellite,satellite,satellite, ,,,,,,focal,med,6,low,,,,,,,0,med,,,,,,,,,,,1231
1,07/27/2016, 15:19:03,0,3,1,satellite,satellite,satellite, ,,,,,,6,med,2,med,,,,,,,focal,med,,,,,,,,,,,1231
1,07/27/2016, 15:22:01,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,3,ground,focal,med,6,med,4,med,916
1,07/27/2016, 15:29:03,0,3,1,satellite,satellite,satellite, ,,,,,,5,med,focal,low,,,,,,,11,med,,,,,,,,,,,1231
1,07/27/2016, 15:32:01,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,5,ground,3,low,focal,med,6,med,916
1,07/27/2016, 15:39:03,0,3,1,satellite,satellite,satellite, ,,,,,,focal,med,5,med,,,,,,,3,low,,,,,,,,,,,1231
1,07/27/2016, 15:42:01,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,8,ground,6,low,6,med,focal,med,916
1,07/27/2016, 15:49:03,0,3,1,satellite,satellite,satellite, ,,,,,,3,med,3,med,,,,,,,focal,low,,,,,,,,,,,1231
1,07/27/2016, 15:52:01,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,focal,ground,4,med,7,med,14,low,916
1,07/27/2016, 15:59:03,0,3,1,satellite,satellite,satellite, ,,,,,,4,med,focal,med,,,,,,,6,med,,,,,,,,,,,1231
1,07/27/2016, 16:02:01,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,8,low,focal,med,5,med,4,ground,916
1,07/27/2016, 16:12:01,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,10,ground,5,med,focal,med,3,med,916
1,07/27/2016, 16:22:01,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,1,med,9,low,0,med,focal,med,916
1,07/27/2016, 16:32:01,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,focal,low,2,low,2,med,10,med,916
1,07/27/2016, 16:42:01,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,3,ground,focal,low,13,low,6,med,916
1,07/27/2016, 16:52:01,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,7,ground,4,low,focal,med,11,low,916
1,07/27/2016, 17:02:01,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,14,ground,7,med,5,med,focal,low,916
1,07/28/2016, 06:01:02,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,focal,med,8,med,6,low,10,med,916
1,07/28/2016, 06:11:02,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,12,low,focal,low,6,med,5,med,916
1,07/28/2016, 06:21:02,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,9,low,5,low,focal,med,7,med,916
1,07/28/2016, 06:31:02,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,14,low,5,low,3,med,focal,med,916
1,07/28/2016, 06:41:02,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,focal,low,12,low,13,med,14,med,916
1,07/28/2016, 06:51:02,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,11,low,focal,med,4,med,6,med,916
1,07/28/2016, 07:01:02,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,12,low,4,low,focal,med,5,med,916
1,07/28/2016, 07:11:02,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,9,low,6,med,4,med,focal,med,916
1,07/28/2016, 07:21:02,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,focal,low,separate_enclosure,low,separate_enclosure,med,separate_enclosure,med,916
1,07/28/2016, 07:31:02,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,9,low,focal,med,9,med,7,med,916
1,07/28/2016, 07:41:02,0,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,13,high,7,low,focal,low,6,low,916
1,07/28/2016, 07:51:02,0,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,7,low,7,high,separate_enclosure,med,focal,low,916
1,07/28/2016, 08:42:17,0,3,1,satellite,satellite,satellite, ,,,,,,focal,med,3,low,,,,,,,4,med,,,,,,,,,,,1231
1,07/28/2016, 08:52:17,0,3,1,satellite,satellite,satellite, ,,,,,,2,med,7,low,,,,,,,focal,med,,,,,,,,,,,1231
1,07/28/2016, 09:02:17,0,3,1,satellite,satellite,satellite, ,,,,,,6,med,focal,low,,,,,,,6,med,,,,,,,,,,,1231
1,07/28/2016, 09:12:17,0,3,1,satellite,satellite,satellite, ,,,,,,focal,med,12,low,,,,,,,9,med,,,,,,,,,,,1231
1,07/28/2016, 09:22:17,0,3,1,satellite,satellite,satellite, ,,,,,,4,med,4,med,,,,,,,focal,med,,,,,,,,,,,1231
1,07/28/2016, 09:32:17,0,3,1,satellite,satellite,satellite, ,,,,,,3,med,focal,med,,,,,,,7,med,,,,,,,,,,,1231
1,07/28/2016, 09:42:17,0,3,1,satellite,satellite,satellite, ,,,,,,focal,med,6,low,,,,,,,9,med,,,,,,,,,,,1231
1,07/28/2016, 09:52:17,0,3,1,satellite,satellite,satellite, ,,,,,,8,med,6,med,,,,,,,focal,med,,,,,,,,,,,1231
1,07/28/2016, 10:02:17,1,3,1,satellite,satellite,satellite, ,,,,,,5,med,focal,med,,,,,,,4,med,,,,,,,,,,,1231
1,07/28/2016, 10:12:17,1,3,1,satellite,satellite,satellite, ,,,,,,focal,med,1,low,,,,,,,8,med,,,,,,,,,,,1231
1,07/28/2016, 10:22:17,1,3,1,satellite,satellite,satellite, ,,,,,,4,med,6,med,,,,,,,focal,med,,,,,,,,,,,1231
1,07/28/2016, 10:32:17,2,3,1,satellite,satellite,satellite, ,,,,,,5,med,focal,med,,,,,,,7,med,,,,,,,,,,,1231
1,07/28/2016, 13:58:42,0,5,2,satellite,satellite,satellite,focal,ground,,,11,low,,,,,,,7,med,8,low,,,9,low,,,,,,,,,916
1,07/28/2016, 14:08:42,1,5,2,satellite,satellite,satellite,7,med,,,focal,ground,,,,,,,6,ground,2,low,,,6,ground,,,,,,,,,916
1,07/28/2016, 14:18:42,1,5,2,satellite,satellite,satellite,7,med,,,5,med,,,,,,,focal,low,9,med,,,5,med,,,,,,,,,916
1,07/28/2016, 14:28:42,1,5,2,satellite,satellite,satellite,7,med,,,1,low,,,,,,,1,low,focal,low,,,0,low,,,,,,,,,916
1,07/28/2016, 14:38:42,2,5,2,satellite,satellite,satellite,0,med,,,8,low,,,,,,,10,low,8,low,,,focal,med,,,,,,,,,916
1,07/29/2016, 05:59:40,0,3,1,satellite,satellite,satellite, ,,,,,,focal,med,3,med,,,,,,,2,med,,,,,,,,,,,1231
1,07/29/2016, 06:09:40,0,3,1,satellite,satellite,satellite, ,,,,,,5,med,7,low,,,,,,,focal,med,,,,,,,,,,,1231
1,07/29/2016, 06:19:40,0,3,1,satellite,satellite,satellite, ,,,,,,1,med,focal,med,,,,,,,6,med,,,,,,,,,,,1231
1,07/29/2016, 06:29:40,0,3,1,satellite,satellite,satellite, ,,,,,,focal,med,6,low,,,,,,,3,med,,,,,,,,,,,1231
1,07/29/2016, 06:39:40,1,3,1,satellite,satellite,satellite, ,,,,,,5,med,5,med,,,,,,,focal,med,,,,,,,,,,,1231
1,07/29/2016, 06:49:40,1,3,1,satellite,satellite,satellite, ,,,,,,2,med,focal,med,,,,,,,4,low,,,,,,,,,,,1231
1,07/29/2016, 06:59:40,1,3,1,satellite,satellite,satellite, ,,,,,,focal,med,0,med,,,,,,,6,med,,,,,,,,,,,1231
1,07/29/2016, 07:09:40,2,3,1,satellite,satellite,satellite, ,,,,,,4,med,6,med,,,,,,,focal,med,,,,,,,,,,,1231
1,07/29/2016, 07:19:40,2,3,1,satellite,satellite,satellite, ,,,,,,6,med,focal,low,,,,,,,4,med,,,,,,,,,,,1231
1,07/29/2016, 07:29:40,2,3,1,satellite,satellite,satellite, ,,,,,,focal,low,7,low,,,,,,,4,med,,,,,,,,,,,1231
1,07/29/2016, 07:39:40,0,3,1,multiple,center,cbc, ,,,,,,0,med,6,low,,,,,,,focal,med,,,,,,,,,,,1231
1,07/29/2016, 07:49:40,0,3,1,multiple,center,cbc, ,,,,,,0,med,focal,med,,,,,,,5,med,,,,,,,,,,,1231
1,07/29/2016, 08:59:52,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,14,low,8,med,11,med,focal,med,916
1,07/29/2016, 09:09:52,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,focal,low,6,med,4,med,9,med,916
1,07/29/2016, 09:19:52,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,8,low,focal,med,6,med,8,med,916
1,07/29/2016, 09:29:52,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,7,low,3,med,focal,med,9,med,916
1,07/29/2016, 09:39:52,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,13,ground,7,med,8,med,focal,med,916
1,07/29/2016, 09:49:52,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,focal,low,9,med,10,med,14,med,916
1,07/29/2016, 09:59:52,0,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,11,low,focal,med,2,med,6,med,916
1,07/29/2016, 10:09:52,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,10,low,3,med,focal,med,3,med,916
1,07/29/2016, 10:19:52,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,14,low,6,med,8,med,focal,med,916
1,07/29/2016, 10:29:52,1,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,focal,low,5,med,8,med,14,med,916
1,07/29/2016, 10:39:52,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,5,low,focal,med,6,med,4,low,916
1,07/29/2016, 10:49:52,2,4,3,satellite,satellite,satellite, ,,,,,,,,,,,,,,,,,,,,14,low,7,med,focal,med,8,med,916
1,07/29/2016, 13:23:29,0,5,2,satellite,satellite,satellite,focal,low,,,6,low,,,,,,,6,low,5,low,,,10,med,,,,,,,,,916
1,07/29/2016, 13:33:29,0,5,2,satellite,satellite,satellite,5,low,,,focal,med,,,,,,,1,med,7,low,,,3,low,,,,,,,,,916
1,07/29/2016, 13:43:29,0,5,2,satellite,satellite,satellite,7,low,,,7,med,,,,,,,focal,ground,5,med,,,7,med,,,,,,,,,916
1,07/29/2016, 13:48:26,0,2,4,satellite,satellite,satellite, ,,8,low,,,,,,,focal,med,,,,,,,,,,,,,,,,,1231
1,07/29/2016, 13:53:29,0,5,2,satellite,satellite,satellite,7,med,,,3,ground,,,,,,,2,med,focal,med,,,7,low,,,,,,,,,916
1,07/29/2016, 13:58:26,0,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,12,med,,,,,,,,,,,,,,,,,1231
1,07/29/2016, 14:03:29,1,5,2,satellite,satellite,satellite,11,med,,,8,med,,,,,,,7,med,8,med,,,focal,med,,,,,,,,,916
1,07/29/2016, 14:08:26,1,2,4,satellite,satellite,satellite, ,,6,low,,,,,,,focal,low,,,,,,,,,,,,,,,,,1231
1,07/29/2016, 14:13:29,1,5,2,satellite,satellite,satellite,focal,med,,,3,ground,,,,,,,4,ground,3,ground,,,7,med,,,,,,,,,916
1,07/29/2016, 14:18:26,1,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,7,med,,,,,,,,,,,,,,,,,1231
1,07/29/2016, 14:23:29,1,5,2,satellite,satellite,satellite,8,med,,,focal,med,,,,,,,2,med,7,low,,,7,low,,,,,,,,,916
1,07/29/2016, 14:28:26,1,2,4,satellite,satellite,satellite, ,,10,low,,,,,,,focal,med,,,,,,,,,,,,,,,,,1231
1,07/29/2016, 14:33:29,2,5,2,satellite,satellite,satellite,10,med,,,7,low,,,,,,,focal,low,7,low,,,7,low,,,,,,,,,916
1,07/29/2016, 14:38:26,2,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,13,med,,,,,,,,,,,,,,,,,1231
1,07/29/2016, 14:43:29,2,5,2,satellite,satellite,satellite,10,low,,,6,low,,,,,,,9,med,focal,ground,,,3,med,,,,,,,,,916
1,07/29/2016, 14:48:26,2,2,4,satellite,satellite,satellite, ,,1,low,,,,,,,focal,low,,,,,,,,,,,,,,,,,1231
1,07/29/2016, 14:53:29,2,5,2,satellite,satellite,satellite,9,ground,,,3,med,,,,,,,4,med,4,med,,,focal,med,,,,,,,,,916
1,07/29/2016, 14:58:26,2,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,4,low,,,,,,,,,,,,,,,,,1231
1,07/29/2016, 15:03:29,0,5,2,satellite,satellite,satellite,focal,low,,,11,ground,,,,,,,11,ground,11,ground,,,2,low,,,,,,,,,916
1,07/29/2016, 15:08:26,0,2,4,satellite,satellite,satellite, ,,4,ground,,,,,,,focal,low,,,,,,,,,,,,,,,,,1231
1,07/29/2016, 15:13:29,0,5,2,satellite,satellite,satellite,11,low,,,focal,med,,,,,,,6,ground,9,med,,,11,low,,,,,,,,,916
1,07/29/2016, 15:23:29,0,5,2,satellite,satellite,satellite,7,med,,,9,low,,,,,,,focal,med,3,med,,,7,med,,,,,,,,,916
1,08/05/2016, 06:07:29,0,5,2,satellite,satellite,satellite,7,med,,,focal,low,,,,,,,3,low,2,low,,,7,low,,,,,,,,,1231
1,08/05/2016, 06:17:29,0,5,2,satellite,satellite,satellite,5,med,,,2,low,,,,,,,focal,med,2,med,,,8,low,,,,,,,,,1231
1,08/05/2016, 06:27:29,0,5,2,satellite,satellite,satellite,13,med,,,3,low,,,,,,,6,low,focal,low,,,9,med,,,,,,,,,1231
1,08/05/2016, 06:37:29,1,5,2,satellite,satellite,satellite,8,med,,,7,med,,,,,,,12,med,3,low,,,focal,low,,,,,,,,,1231
1,08/05/2016, 06:47:29,1,5,2,satellite,satellite,satellite,focal,med,,,6,med,,,,,,,13,med,12,med,,,6,med,,,,,,,,,1231
1,08/05/2016, 06:57:29,1,5,2,satellite,satellite,satellite,6,med,,,focal,low,,,,,,,3,low,12,med,,,14," """"",,,,,,,,,1231
1,08/05/2016, 07:07:29,2,5,2,satellite,satellite,satellite,8,med,,,6,med,,,,,,,focal,low,4,low,,,6,med,,,,,,,,,1231
1,08/05/2016, 07:17:29,2,5,2,satellite,satellite,satellite,6,med,,,10,low,,,,,,,12,med,focal,med,,,9,low,,,,,,,,,1231
1,08/05/2016, 07:27:29,2,5,2,satellite,satellite,satellite,4,med,,,14,low,,,,,,,8,low,1,med,,,focal,med,,,,,,,,,1231
1,08/05/2016, 07:37:29,0,5,2,satellite,satellite,satellite,focal,low,,,13,med,,,,,,,13,med,6,med,,,5,med,,,,,,,,,1231
1,08/05/2016, 07:47:29,0,5,2,satellite,satellite,satellite,9,med,,,focal,med,,,,,,,8,low,3,med,,,6,low,,,,,,,,,1231
1,08/05/2016, 07:57:29,0,5,2,satellite,satellite,satellite,11,ground,,,5,med,,,,,,,focal,med,8,med,,,4,med,,,,,,,,,1231
1,08/05/2016, 08:47:19,0,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,6,low,,,,,,,,,,,,,,,,,916
1,08/05/2016, 08:57:19,0,2,4,satellite,satellite,satellite, ,,1,low,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,08/05/2016, 09:07:19,0,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,7,med,,,,,,,,,,,,,,,,,916
1,08/05/2016, 09:17:19,0,2,4,satellite,satellite,satellite, ,,11,med,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,08/05/2016, 09:27:19,0,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,9,med,,,,,,,,,,,,,,,,,916
1,08/05/2016, 09:37:19,0,2,4,satellite,satellite,satellite, ,,3,med,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,08/05/2016, 09:47:19,0,2,4,satellite,satellite,satellite, ,,focal,low,,,,,,,6,low,,,,,,,,,,,,,,,,,916
1,08/05/2016, 09:57:19,0,2,4,satellite,satellite,satellite, ,,3,low,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,08/05/2016, 10:07:19,1,2,4,satellite,satellite,satellite, ,,focal,med,,,,,,,3,med,,,,,,,,,,,,,,,,,916
1,08/05/2016, 10:17:19,1,2,4,satellite,satellite,satellite, ,,9,med,,,,,,,focal,med,,,,,,,,,,,,,,,,,916
1,08/05/2016, 13:43:12,0,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,6,ground,focal,med,separate_enclosure,med,3,low,1231
1,08/05/2016, 13:53:12,0,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,focal,low,9,med,separate_enclosure,med,separate_enclosure,low,1231
1,08/05/2016, 14:03:12,1,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,5,low,8,med,separate_enclosure,med,focal,med,1231
1,08/05/2016, 14:13:12,1,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,6,low,10,med,focal,med,14,med,1231
1,08/05/2016, 14:23:12,1,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,15,low,focal,low,separate_enclosure,med,13,med,1231
1,08/05/2016, 14:33:12,2,4,3,multiple,satellite,sbc, ,,,,,,,,,,,,,,,,,,,,focal,low,separate_enclosure,med,6,med,separate_enclosure,med,1231
1,08/05/2016, 14:43:12,2,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,13,low,separate_enclosure,low,separate_enclosure,med,focal,top,1231
1,08/05/2016, 14:53:12,2,4,3,multiple,satellite,sbc, ,,,,,,,,,,,,,,,,,,,,separate_enclosure,low,separate_enclosure,med,focal,low,separate_enclosure,high,1231
1,08/05/2016, 14:56:08,2,3,1,satellite,satellite,satellite, ,,,,,,focal,med,5,med,,,,,,,7,med,,,,,,,,,,,916
1,08/05/2016, 15:03:12,0,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,9,med,focal,med,separate_enclosure,med,8,low,1231
1,08/05/2016, 15:06:08,0,3,1,satellite,satellite,satellite, ,,,,,,9,med,focal,low,,,,,,,13,med,,,,,,,,,,,916
1,08/05/2016, 15:13:12,0,4,3,multiple,center,cbc, ,,,,,,,,,,,,,,,,,,,,focal,med,14,med,10,med,14,med,1231
