record,observer_id,date,time,time_meal,enclosure_access,location,focal_id,actor_id,receiver_id,duration_sec,occurrences,behavior,condition,activity,behavior_modifier,,,,
21908,916,07/07/2016,10:15:28,before,satellite_only,satellite,FY,FY,,20.637,1,movement,satellite,movement,,,,,
21910,916,07/07/2016,10:15:49,before,satellite_only,satellite,FY,FY,FY,3.209,1,sdb_scratching,satellite,self_directed,,,,,
21912,916,07/07/2016,10:15:52,before,satellite_only,satellite,FY,FY,,30.186,1,movement,satellite,movement,,,,,
21914,916,07/07/2016,10:16:22,before,satellite_only,satellite,FY,FY,FY,4.824,1,sdb_scratching,satellite,self_directed,,,,,
21916,916,07/07/2016,10:16:27,before,satellite_only,satellite,FY,FY,,5.015,1,movement,satellite,movement,,,,,
21918,916,07/07/2016,10:16:32,before,satellite_only,satellite,FY,FY,,9.536,1,stb_swinging,satellite,abnormal,,,,,
21920,916,07/07/2016,10:16:42,before,satellite_only,satellite,FY,FY,,8.614,1,movement,satellite,movement,,,,,
21922,916,07/07/2016,10:16:50,before,satellite_only,satellite,FY,FY,,2.283,1,inactive,satellite,inactive,,,,,
21924,916,07/07/2016,10:16:53,before,satellite_only,satellite,FY,FY,,21.678,1,movement,satellite,movement,,,,,
21926,916,07/07/2016,10:17:14,before,satellite_only,satellite,FY,FY,,4.289,1,stb_swinging,satellite,abnormal,,,,,
21928,916,07/07/2016,10:17:19,before,satellite_only,satellite,FY,FY,,26.343,1,movement,satellite,movement,,,,,
21930,916,07/07/2016,10:17:45,before,satellite_only,satellite,FY,FY,FY,3.983,1,sdb_scratching,satellite,self_directed,,,,,
21932,916,07/07/2016,10:17:49,before,satellite_only,satellite,FY,FY,,54.434,1,movement,satellite,movement,,,,,
21934,916,07/07/2016,10:18:43,before,satellite_only,satellite,FY,FY,FY,3.36,1,sdb_scratching,satellite,self_directed,,,,,
21936,916,07/07/2016,10:18:47,before,satellite_only,satellite,FY,FY,,12.794,1,movement,satellite,movement,,,,,
21938,916,07/07/2016,10:19:00,before,satellite_only,satellite,FY,FY,,9.346,1,stb_swinging,satellite,abnormal,,,,,
21940,916,07/07/2016,10:19:09,before,satellite_only,satellite,FY,FY,,6.88,1,movement,satellite,movement,,,,,
21942,916,07/07/2016,10:19:16,before,satellite_only,satellite,FY,FY,FY,5.413,1,sdb_scratching,satellite,self_directed,,,,,
21944,916,07/07/2016,10:19:21,before,satellite_only,satellite,FY,FY,,20.23,1,movement,satellite,movement,,,,,
21946,916,07/07/2016,10:19:41,before,satellite_only,satellite,FY,FY,,13.38,1,stb_swinging,satellite,abnormal,,,,,
21948,916,07/07/2016,10:19:55,before,satellite_only,satellite,FY,FY,,12.567,1,movement,satellite,movement,,,,,
21950,916,07/07/2016,10:20:07,before,satellite_only,satellite,FY,FY,FY,5.376,1,sdb_scratching,satellite,self_directed,,,,,
21952,916,07/07/2016,10:20:13,before,satellite_only,satellite,FY,FY,,27.446,1,movement,satellite,movement,,,,,
21954,916,07/07/2016,10:20:40,before,satellite_only,satellite,FY,FY,FY,2.548,1,sdb_scratching,satellite,self_directed,,,,,
21956,916,07/07/2016,10:20:43,before,satellite_only,satellite,FY,FY,,37.693,1,movement,satellite,movement,,,,,
21958,916,07/07/2016,10:21:20,before,satellite_only,satellite,FY,FY,FY,7.421,1,sdb_scratching,satellite,self_directed,,,,,
21960,916,07/07/2016,10:21:28,before,satellite_only,satellite,FY,FY,,23.756,1,movement,satellite,movement,,,,,
21962,916,07/07/2016,10:21:52,before,satellite_only,satellite,FY,FY,,8.95,1,stb_swinging,satellite,abnormal,,,,,
21964,916,07/07/2016,10:22:01,before,satellite_only,satellite,FY,FY,,42.803,1,movement,satellite,movement,,,,,
21966,916,07/07/2016,10:22:43,before,satellite_only,satellite,FY,FY,,10.079,1,stb_swinging,satellite,abnormal,,,,,
21968,916,07/07/2016,10:22:53,before,satellite_only,satellite,FY,FY,,7.371,1,inactive,satellite,inactive,,,,,
21970,916,07/07/2016,10:23:01,before,satellite_only,satellite,FY,FY,,13.332,1,movement,satellite,movement,,,,,
21972,916,07/07/2016,10:23:14,before,satellite_only,satellite,FY,FY,FY,3.601,1,sdb_scratching,satellite,self_directed,,,,,
21974,916,07/07/2016,10:23:18,before,satellite_only,satellite,FY,FY,,11.136,1,movement,satellite,movement,,,,,
21976,916,07/07/2016,10:23:29,before,satellite_only,satellite,FY,FY,FG,6.428,1,present_chest,satellite,parental,,,,,
21978,916,07/07/2016,10:23:35,before,satellite_only,satellite,FY,FY,FY,8.308,1,sdb_scratching,satellite,self_directed,,,,,
21980,916,07/07/2016,10:23:44,before,satellite_only,satellite,FY,FY,,5.116,1,movement,satellite,movement,,,,,
21982,916,07/07/2016,10:23:49,before,satellite_only,satellite,FY,FY,,11.701,1,stb_swinging,satellite,abnormal,,,,,
21984,916,07/07/2016,10:24:00,before,satellite_only,satellite,FY,FY,,8.169,1,movement,satellite,movement,,,,,
21986,916,07/07/2016,10:24:09,before,satellite_only,satellite,FY,FY,FG,14.668,1,present_chest,satellite,parental,,,,,
21988,916,07/07/2016,10:24:23,before,satellite_only,satellite,FY,FY,,4.343,1,movement,satellite,movement,,,,,
21990,916,07/07/2016,10:24:28,before,satellite_only,satellite,FY,FY,FY,17.599,1,sdb_scratching,satellite,self_directed,,,,,
21992,916,07/07/2016,10:24:45,before,satellite_only,satellite,FY,FY,FG,9.334,1,present_chest,satellite,parental,,,,,
21994,916,07/07/2016,10:24:55,before,satellite_only,satellite,FY,FY,,5.003,1,movement,satellite,movement,,,,,
21996,916,07/07/2016,10:25:00,before,satellite_only,satellite,FY,FY,FY,9.958,1,sdb_scratching,satellite,self_directed,,,,,
21998,916,07/07/2016,10:25:10,before,satellite_only,satellite,FY,FY,,12.365,1,stb_swinging,satellite,abnormal,,,,,
22000,916,07/07/2016,10:25:22,before,satellite_only,satellite,FY,FY,,66.071,1,movement,satellite,movement,,,,,
22002,916,07/07/2016,10:26:28,before,satellite_only,satellite,FY,FY,,2.865,1,inactive,satellite,inactive,,,,,
22004,916,07/07/2016,10:26:31,before,satellite_only,satellite,FY,FY,,8.009,1,movement,satellite,movement,,,,,
22006,916,07/07/2016,10:26:39,before,satellite_only,satellite,FY,FY,,11.927,1,stb_swinging,satellite,abnormal,,,,,
22008,916,07/07/2016,10:26:51,before,satellite_only,satellite,FY,FY,,19.925,1,movement,satellite,movement,,,,,
22010,916,07/07/2016,10:27:11,before,satellite_only,satellite,FY,FY,,6.313,1,inactive,satellite,inactive,,,,,
22012,916,07/07/2016,10:27:17,before,satellite_only,satellite,FY,FY,,12.1,1,movement,satellite,movement,,,,,
22014,916,07/07/2016,10:27:29,before,satellite_only,satellite,FY,FY,FG,5.149,1,present_chest,satellite,parental,,,,,
22016,916,07/07/2016,10:27:34,before,satellite_only,satellite,FY,FY,FG,27.199,1,carry,satellite,parental,,,,,
22018,916,07/07/2016,10:28:01,before,satellite_only,satellite,FY,FY,,17.501,1,movement,satellite,movement,,,,,
22020,916,07/07/2016,10:28:19,before,satellite_only,satellite,FY,FY,,7.822,1,stb_swinging,satellite,abnormal,,,,,
22022,916,07/07/2016,10:28:27,before,satellite_only,satellite,FY,FY,,7.735,1,movement,satellite,movement,,,,,
22024,916,07/07/2016,10:28:35,before,satellite_only,satellite,FY,FY,,53.233,1,not_visible,satellite,not_visible,,,,,
22026,916,07/07/2016,10:29:28,before,satellite_only,satellite,FY,FY,,25.024,1,movement,satellite,movement,,,,,
22028,916,07/07/2016,10:29:53,before,satellite_only,satellite,FY,FY,,41.279,1,drink,satellite,forage,,,,,
22030,916,07/07/2016,10:30:34,before,satellite_only,satellite,FY,FY,,16.257,1,movement,satellite,movement,,,,,
22032,916,07/07/2016,10:30:50,before,satellite_only,satellite,FY,FY,,4.825,1,stb_swinging,satellite,abnormal,,,,,
22034,916,07/07/2016,10:30:55,before,satellite_only,satellite,FY,FY,,35.617,1,movement,satellite,movement,,,,,
22036,916,07/07/2016,10:31:31,before,satellite_only,satellite,FY,FY,,4.305,1,stb_swinging,satellite,abnormal,,,,,
22038,916,07/07/2016,10:31:35,before,satellite_only,satellite,FY,FY,,33.815,1,movement,satellite,movement,,,,,
22043,916,07/07/2016,10:32:39,before,satellite_only,satellite,PA,PA,PA,19.891,1,sdb_scratching,satellite,self_directed,,,,,
22045,916,07/07/2016,10:32:59,before,satellite_only,satellite,PA,PA,,19.709,1,inactive,satellite,inactive,,,,,
22047,916,07/07/2016,10:33:19,before,satellite_only,satellite,PA,PA,PA,44.009,1,sdb_scratching,satellite,self_directed,,,,,
22049,916,07/07/2016,10:34:03,before,satellite_only,satellite,PA,PA,,13.758,1,inactive,satellite,inactive,,,,,
22051,916,07/07/2016,10:34:16,before,satellite_only,satellite,PA,PA,PA,5.664,1,sdb_scratching,satellite,self_directed,,,,,
22053,916,07/07/2016,10:34:22,before,satellite_only,satellite,PA,PA,,54.103,1,inactive,satellite,inactive,,,,,
22055,916,07/07/2016,10:35:16,before,satellite_only,satellite,PA,PA,,25.89,1,movement,satellite,movement,,,,,
22057,916,07/07/2016,10:35:42,before,satellite_only,satellite,PA,PA,PA,7.178,1,sdb_touch,satellite,self_directed,,,,,
22059,916,07/07/2016,10:35:49,before,satellite_only,satellite,PA,PA,,10.107,1,inactive,satellite,inactive,,,,,
22061,916,07/07/2016,10:35:59,before,satellite_only,satellite,PA,PA,,2.96,1,movement,satellite,movement,,,,,
22063,916,07/07/2016,10:36:02,before,satellite_only,satellite,PA,PA,,31.125,1,inactive,satellite,inactive,,,,,
22065,916,07/07/2016,10:36:33,before,satellite_only,satellite,PA,PA,,52.157,1,movement,satellite,movement,,,,,
22067,916,07/07/2016,10:37:26,after,satellite_only,satellite,PA,PA,,4.402,1,inactive,satellite,inactive,,,,,
22069,916,07/07/2016,10:37:30,after,satellite_only,satellite,PA,PA,,3.39,1,movement,satellite,movement,,,,,
22071,916,07/07/2016,10:37:33,after,satellite_only,satellite,PA,PA,,10.451,1,inactive,satellite,inactive,,,,,
22074,916,07/07/2016,10:37:44,after,satellite_only,satellite,PA,PA,,4.927,1,movement,satellite,movement,,,,,
22076,916,07/07/2016,10:37:49,after,satellite_only,satellite,PA,PA,,2.388,1,not_visible,satellite,not_visible,,,,,
22078,916,07/07/2016,10:37:51,after,satellite_only,satellite,PA,PA,,3.296,1,movement,satellite,movement,,,,,
22080,916,07/07/2016,10:37:54,after,satellite_only,satellite,PA,PA,,20.841,1,stb_swinging,satellite,abnormal,,,,,
22082,916,07/07/2016,10:38:15,after,satellite_only,satellite,PA,PA,,14.359,1,inactive,satellite,inactive,,,,,
22084,916,07/07/2016,10:38:30,after,satellite_only,satellite,PA,PA,,12.324,1,movement,satellite,movement,,,,,
22086,916,07/07/2016,10:38:42,after,satellite_only,satellite,PA,PA,,150.463,1,not_visible,satellite,not_visible,,,,,
22088,916,07/07/2016,10:41:12,after,satellite_only,satellite,PA,PA,,35.92,1,inactive,satellite,inactive,,,,,
22090,916,07/07/2016,10:41:48,after,satellite_only,satellite,PA,PA,PA,6.452,1,sdb_scratching,satellite,self_directed,,,,,
22092,916,07/07/2016,10:41:55,after,satellite_only,satellite,PA,PA,,23.993,1,inactive,satellite,inactive,,,,,
22094,916,07/07/2016,10:42:19,after,satellite_only,satellite,PA,PA,PA,5.368,1,sdb_scratching,satellite,self_directed,,,,,
22096,916,07/07/2016,10:42:24,after,satellite_only,satellite,PA,PA,,21.203,1,inactive,satellite,inactive,,,,,
22098,916,07/07/2016,10:42:45,after,satellite_only,satellite,PA,PA,PA,3.575,1,sdb_scratching,satellite,self_directed,,,,,
22100,916,07/07/2016,10:42:49,after,satellite_only,satellite,PA,PA,,7.213,1,inactive,satellite,inactive,,,,,
22102,916,07/07/2016,10:42:56,after,satellite_only,satellite,PA,PA,PA,4.018,1,sdb_scratching,satellite,self_directed,,,,,
22104,916,07/07/2016,10:43:00,after,satellite_only,satellite,PA,PA,,12.487,1,inactive,satellite,inactive,,,,,
22106,916,07/07/2016,10:43:13,after,satellite_only,satellite,PA,PA,PA,56.602,1,sdb_scratching,satellite,self_directed,,,,,
22108,916,07/07/2016,10:44:09,after,satellite_only,satellite,PA,PA,,41.769,1,inactive,satellite,inactive,,,,,
22110,916,07/07/2016,10:44:51,after,satellite_only,satellite,PA,PA,PA,15.689,1,sdb_scratching,satellite,self_directed,,,,,
22112,916,07/07/2016,10:45:07,after,satellite_only,satellite,PA,PA,,12.694,1,inactive,satellite,inactive,,,,,
22114,916,07/07/2016,10:45:19,after,satellite_only,satellite,PA,PA,PA,5.76,1,sdb_scratching,satellite,self_directed,,,,,
22116,916,07/07/2016,10:45:25,after,satellite_only,satellite,PA,PA,FG,15.336,1,sit_in_proximity,satellite,inactive,,,,,
22118,916,07/07/2016,10:45:40,after,satellite_only,satellite,PA,PA,PA,4.362,1,sdb_scratching,satellite,self_directed,,,,,
22120,916,07/07/2016,10:45:45,after,satellite_only,satellite,PA,PA,,42.081,1,inactive,satellite,inactive,,,,,
22122,916,07/07/2016,10:46:27,after,satellite_only,satellite,PA,PA,PA,31.504,1,sdb_scratching,satellite,self_directed,,,,,
22124,916,07/07/2016,10:46:58,after,satellite_only,satellite,PA,PA,,84.11,1,inactive,satellite,inactive,,,,,
22126,916,07/07/2016,10:48:23,after,satellite_only,satellite,PA,PA,PA,51.639,1,sdb_scratching,satellite,self_directed,,,,,
22128,916,07/07/2016,10:49:14,after,satellite_only,satellite,PA,PA,,25.957,1,not_visible,satellite,not_visible,,,,,
22130,916,07/07/2016,10:49:40,after,satellite_only,satellite,PA,PA,,3.507,1,inactive,satellite,inactive,,,,,
22132,916,07/07/2016,10:49:44,after,satellite_only,satellite,PA,PA,PA,5.934,1,sdb_scratching,satellite,self_directed,,,,,
22134,916,07/07/2016,10:49:50,after,satellite_only,satellite,PA,PA,,2.27,1,movement,satellite,movement,,,,,
22136,916,07/07/2016,10:49:52,after,satellite_only,satellite,PA,PA,PA,20.898,1,sdb_scratching,satellite,self_directed,,,,,
22138,916,07/07/2016,10:50:13,after,satellite_only,satellite,PA,PA,,13.262,1,inactive,satellite,inactive,,,,,
22140,916,07/07/2016,10:50:26,after,satellite_only,satellite,PA,PA,PA,11.443,1,sdb_scratching,satellite,self_directed,,,,,
22142,916,07/07/2016,10:50:37,after,satellite_only,satellite,PA,PA,,16.839,1,inactive,satellite,inactive,,,,,
22144,916,07/07/2016,10:50:54,after,satellite_only,satellite,PA,PA,PA,16.2,1,sdb_scratching,satellite,self_directed,,,,,
22146,916,07/07/2016,10:51:10,after,satellite_only,satellite,PA,PA,,8.276,1,inactive,satellite,inactive,,,,,
22148,916,07/07/2016,10:51:19,after,satellite_only,satellite,PA,PA,,11.587,1,movement,satellite,movement,,,,,
22150,916,07/07/2016,10:51:30,after,satellite_only,satellite,PA,PA,,18.91,1,inactive,satellite,inactive,,,,,
22152,916,07/07/2016,10:51:49,after,satellite_only,satellite,PA,PA,,38.15,1,movement,satellite,movement,,,,,
22154,916,07/07/2016,10:52:27,after,satellite_only,satellite,PA,PA,,4.005,1,feed,satellite,forage,,,,,
22452,916,07/07/2016,15:51:32,none,satellite_only,satellite,CL,CL,,85.785,1,inactive,satellite,inactive,,,,,
22454,916,07/07/2016,15:52:58,none,satellite_only,satellite,CL,CL,CL,7.581,1,sdb_scratching,satellite,self_directed,,,,,
22456,916,07/07/2016,15:53:06,none,satellite_only,satellite,CL,CL,,157.25,1,inactive,satellite,inactive,,,,,
22458,916,07/07/2016,15:55:43,none,satellite_only,satellite,CL,CL,CL,17.138,1,sdb_scratching,satellite,self_directed,,,,,
22460,916,07/07/2016,15:56:00,none,satellite_only,satellite,CL,CL,,21.329,1,inactive,satellite,inactive,,,,,
22462,916,07/07/2016,15:56:21,none,satellite_only,satellite,CL,CL,CL,8.901,1,sdb_scratching,satellite,self_directed,,,,,
22464,916,07/07/2016,15:56:30,none,satellite_only,satellite,CL,CL,,69.21,1,inactive,satellite,inactive,,,,,
22466,916,07/07/2016,15:57:39,none,satellite_only,satellite,CL,CL,CL,5.577,1,sdb_scratching,satellite,self_directed,,,,,
22468,916,07/07/2016,15:57:45,none,satellite_only,satellite,CL,CL,,10.302,1,inactive,satellite,inactive,,,,,
22470,916,07/07/2016,15:57:55,none,satellite_only,satellite,CL,CL,,45.644,1,not_visible,satellite,not_visible,,,,,
22472,916,07/07/2016,15:58:41,none,satellite_only,satellite,CL,CL,,106.857,1,inactive,satellite,inactive,,,,,
22474,916,07/07/2016,16:00:28,none,satellite_only,satellite,CL,CL,CL,2.914,1,sdb_scratching,satellite,self_directed,,,,,
22476,916,07/07/2016,16:00:31,none,satellite_only,satellite,CL,CL,,393.131,1,inactive,satellite,inactive,,,,,
22478,916,07/07/2016,16:07:04,none,satellite_only,satellite,CL,CL,CL,20.043,1,sdb_scratching,satellite,self_directed,,,,,
22480,916,07/07/2016,16:07:24,none,satellite_only,satellite,CL,CL,,32.767,1,inactive,satellite,inactive,,,,,
22482,916,07/07/2016,16:07:57,none,satellite_only,satellite,CL,CL,,2.084,1,movement,satellite,movement,,,,,
22484,916,07/07/2016,16:07:59,none,satellite_only,satellite,CL,CL,,5.363,1,inactive,satellite,inactive,,,,,
22486,916,07/07/2016,16:08:04,before,satellite_only,satellite,CL,CL,CL,2.478,1,sdb_scratching,satellite,self_directed,,,,,
22488,916,07/07/2016,16:08:06,before,satellite_only,satellite,CL,CL,,39.958,1,inactive,satellite,inactive,,,,,
22490,916,07/07/2016,16:08:46,before,satellite_only,satellite,CL,CL,,8.079,1,movement,satellite,movement,,,,,
22492,916,07/07/2016,16:08:55,before,satellite_only,satellite,CL,CL,,85.629,1,inactive,satellite,inactive,,,,,
22494,916,07/07/2016,16:10:20,before,satellite_only,satellite,CL,CL,CL,2.898,1,sdb_scratching,satellite,self_directed,,,,,
22496,916,07/07/2016,16:10:23,before,satellite_only,satellite,CL,CL,,4.259,1,inactive,satellite,inactive,,,,,
22498,916,07/07/2016,16:10:27,before,satellite_only,satellite,CL,CL,,9.538,1,movement,satellite,movement,,,,,
22500,916,07/07/2016,16:10:37,before,satellite_only,satellite,CL,CL,,34.578,1,inactive,satellite,inactive,,,,,
22502,916,07/07/2016,16:11:11,before,satellite_only,satellite,CL,CL,,4.972,1,movement,satellite,movement,,,,,
22504,916,07/07/2016,16:11:16,before,satellite_only,satellite,CL,CL,,9.525,1,inactive,satellite,inactive,,,,,
22509,916,07/07/2016,16:12:02,before,satellite_only,satellite,DU,DU,,19.871,1,stb_swinging,satellite,abnormal,,,,,
22511,916,07/07/2016,16:12:22,before,satellite_only,satellite,DU,DU,,8.776,1,movement,satellite,movement,,,,,
22513,916,07/07/2016,16:12:31,before,satellite_only,satellite,DU,DU,,14.757,1,stb_swinging,satellite,abnormal,,,,,
22515,916,07/07/2016,16:12:45,before,satellite_only,satellite,DU,DU,,2.786,1,feed,satellite,forage,,,,,
22517,916,07/07/2016,16:12:48,before,satellite_only,satellite,DU,DU,,64.903,1,stb_swinging,satellite,abnormal,,,,,
22519,916,07/07/2016,16:13:53,before,satellite_only,satellite,DU,DU,,7.548,1,movement,satellite,movement,,,,,
22521,916,07/07/2016,16:14:01,before,satellite_only,satellite,DU,DU,,28.214,1,stb_swinging,satellite,abnormal,,,,,
22523,916,07/07/2016,16:14:29,before,satellite_only,satellite,DU,DU,,6.914,1,movement,satellite,movement,,,,,
22525,916,07/07/2016,16:14:36,before,satellite_only,satellite,DU,DU,,29.131,1,inactive,satellite,inactive,,,,,
22527,916,07/07/2016,16:15:05,before,satellite_only,satellite,DU,DU,,28.436,1,stb_swinging,satellite,abnormal,,,,,
22529,916,07/07/2016,16:15:33,before,satellite_only,satellite,DU,DU,,3.101,1,feed,satellite,forage,,,,,
22531,916,07/07/2016,16:15:36,before,satellite_only,satellite,DU,DU,DU,48.084,1,sdb_groom,satellite,self_directed,,,,,
22533,916,07/07/2016,16:16:24,before,satellite_only,satellite,DU,DU,,6.334,1,inactive,satellite,inactive,,,,,
22535,916,07/07/2016,16:16:31,before,satellite_only,satellite,DU,DU,DU,89.628,1,sdb_groom,satellite,self_directed,,,,,
22537,916,07/07/2016,16:18:00,before,satellite_only,satellite,DU,DU,,44.256,1,inactive,satellite,inactive,,,,,
22539,916,07/07/2016,16:18:45,before,satellite_only,satellite,DU,DU,,27.937,1,other,satellite,other,,,,,
22541,916,07/07/2016,16:19:13,before,satellite_only,satellite,DU,DU,DU,11.081,1,sdb_groom,satellite,self_directed,,,,,
22543,916,07/07/2016,16:19:24,before,satellite_only,satellite,DU,DU,,41.845,1,stb_swinging,satellite,abnormal,,,,,
22545,916,07/07/2016,16:20:06,before,satellite_only,satellite,DU,DU,DU,19.992,1,sdb_groom,satellite,self_directed,,,,,
22547,916,07/07/2016,16:20:26,before,satellite_only,satellite,DU,DU,,7.661,1,movement,satellite,movement,,,,,
22549,916,07/07/2016,16:20:33,before,satellite_only,satellite,DU,DU,,10.488,1,stb_swinging,satellite,abnormal,,,,,
22551,916,07/07/2016,16:20:44,before,satellite_only,satellite,DU,DU,,37.068,1,movement,satellite,movement,,,,,
22553,916,07/07/2016,16:21:21,before,satellite_only,satellite,DU,DU,,11.018,1,stb_swinging,satellite,abnormal,,,,,
22555,916,07/07/2016,16:21:32,before,satellite_only,satellite,DU,DU,,5.384,1,movement,satellite,movement,,,,,
22557,916,07/07/2016,16:21:37,before,satellite_only,satellite,DU,DU,,139.722,1,stb_swinging,satellite,abnormal,,,,,
22559,916,07/07/2016,16:23:57,before,satellite_only,satellite,DU,DU,,6.833,1,movement,satellite,movement,,,,,
22561,916,07/07/2016,16:24:04,before,satellite_only,satellite,DU,DU,,13.092,1,stb_swinging,satellite,abnormal,,,,,
22563,916,07/07/2016,16:24:17,before,satellite_only,satellite,DU,DU,,21.958,1,movement,satellite,movement,,,,,
22565,916,07/07/2016,16:24:39,before,satellite_only,satellite,DU,DU,PE,10.057,1,sit_in_proximity,satellite,inactive,,,,,
22567,916,07/07/2016,16:24:49,before,satellite_only,satellite,DU,DU,DU,5.218,1,sdb_scratching,satellite,self_directed,,,,,
22569,916,07/07/2016,16:24:54,before,satellite_only,satellite,DU,DU,PE,27.548,1,sit_in_proximity,satellite,inactive,,,,,
22571,916,07/07/2016,16:25:22,before,satellite_only,satellite,DU,DU,DU,22.602,1,sdb_groom,satellite,self_directed,,,,,
22572,916,07/07/2016,16:25:30,before,satellite_only,satellite,DU,PE,DU,18.308,1,groom,satellite,prosocial,,,,,
22574,916,07/07/2016,16:25:44,before,satellite_only,satellite,DU,DU,PE,65.711,1,sit_in_proximity,satellite,inactive,,,,,
22578,916,07/07/2016,16:26:50,before,satellite_only,satellite,DU,DU,,25.252,1,movement,satellite,movement,,,,,
22581,916,07/07/2016,16:27:15,before,satellite_only,satellite,DU,DU,DU,9.604,1,sdb_scratching,satellite,self_directed,,,,,
22583,916,07/07/2016,16:27:25,before,satellite_only,satellite,DU,DU,,3.282,1,stb_swinging,satellite,abnormal,,,,,
22585,916,07/07/2016,16:27:28,before,satellite_only,satellite,DU,DU,DU,9.446,1,sdb_groom,satellite,self_directed,,,,,
22587,916,07/07/2016,16:27:37,before,satellite_only,satellite,DU,DU,,6.918,1,stb_swinging,satellite,abnormal,,,,,
22589,916,07/07/2016,16:27:44,before,satellite_only,satellite,DU,DU,,2.797,1,inactive,satellite,inactive,,,,,
22591,916,07/07/2016,16:27:47,before,satellite_only,satellite,DU,DU,DU,8.35,1,sdb_scratching,satellite,self_directed,,,,,
22593,916,07/07/2016,16:27:56,before,satellite_only,satellite,DU,DU,,73.894,1,stb_swinging,satellite,abnormal,,,,,
22595,916,07/07/2016,16:29:09,before,satellite_only,satellite,DU,DU,,11.866,1,movement,satellite,movement,,,,,
22597,916,07/07/2016,16:29:21,before,satellite_only,satellite,DU,DU,,5.385,1,inactive,satellite,inactive,,,,,
22599,916,07/07/2016,16:29:27,before,satellite_only,satellite,DU,DU,,23.202,1,stb_swinging,satellite,abnormal,,,,,
22601,916,07/07/2016,16:29:50,before,satellite_only,satellite,DU,DU,,25.984,1,inactive,satellite,inactive,,,,,
22603,916,07/07/2016,16:30:16,before,satellite_only,satellite,DU,DU,,9.843,1,movement,satellite,movement,,,,,
22605,916,07/07/2016,16:30:26,before,satellite_only,satellite,DU,DU,,7.785,1,stb_swinging,satellite,abnormal,,,,,
22607,916,07/07/2016,16:30:33,before,satellite_only,satellite,DU,DU,,9.629,1,inactive,satellite,inactive,,,,,
22609,916,07/07/2016,16:30:43,before,satellite_only,satellite,DU,DU,DU,15.448,1,sdb_scratching,satellite,self_directed,,,,,
22611,916,07/07/2016,16:30:59,before,satellite_only,satellite,DU,DU,,35.053,1,movement,satellite,movement,,,,,
22613,916,07/07/2016,16:31:34,before,satellite_only,satellite,DU,DU,,9.634,1,drink,satellite,forage,,,,,
22615,916,07/07/2016,16:31:43,before,satellite_only,satellite,DU,DU,,4.566,1,inactive,satellite,inactive,,,,,
22617,916,07/07/2016,16:31:48,before,satellite_only,satellite,DU,DU,DU,5.788,1,sdb_scratching,satellite,self_directed,,,,,
22624,916,07/07/2016,16:48:36,after,satellite_only,satellite,MA,MA,,161.751,1,feed,satellite,forage,,,,,
22627,916,07/07/2016,16:51:18,after,satellite_only,satellite,MA,MA,MA,8.671,1,sdb_scratching,satellite,self_directed,,,,,
22629,916,07/07/2016,16:51:27,after,satellite_only,satellite,MA,MA,,33.832,1,feed,satellite,forage,,,,,
22631,916,07/07/2016,16:52:01,after,satellite_only,satellite,MA,MA,MA,9.909,1,sdb_scratching,satellite,self_directed,,,,,
22633,916,07/07/2016,16:52:10,after,satellite_only,satellite,MA,MA,,46.724,1,movement,satellite,movement,,,,,
22635,916,07/07/2016,16:52:57,after,satellite_only,satellite,MA,MA,MA,13.091,1,sdb_scratching,satellite,self_directed,,,,,
22637,916,07/07/2016,16:53:10,after,satellite_only,satellite,MA,MA,,29.367,1,movement,satellite,movement,,,,,
22639,916,07/07/2016,16:53:40,after,satellite_only,satellite,MA,MA,,5.472,1,stb_swinging,satellite,abnormal,,,,,
22641,916,07/07/2016,16:53:45,after,satellite_only,satellite,MA,MA,,18.012,1,movement,satellite,movement,,,,,
22643,916,07/07/2016,16:54:03,after,satellite_only,satellite,MA,MA,,12.775,1,stb_swinging,satellite,abnormal,,,,,
22645,916,07/07/2016,16:54:16,after,satellite_only,satellite,MA,MA,,29.242,1,feed,satellite,forage,,,,,
22647,916,07/07/2016,16:54:45,after,satellite_only,satellite,MA,MA,,13.365,1,stb_swinging,satellite,abnormal,,,,,
22649,916,07/07/2016,16:54:59,after,satellite_only,satellite,MA,MA,,3.972,1,movement,satellite,movement,,,,,
22651,916,07/07/2016,16:55:02,after,satellite_only,satellite,MA,MA,,8.237,1,stb_swinging,satellite,abnormal,,,,,
22653,916,07/07/2016,16:55:11,after,satellite_only,satellite,MA,MA,MA,2.711,1,sdb_scratching,satellite,self_directed,,,,,
22655,916,07/07/2016,16:55:13,after,satellite_only,satellite,MA,MA,,14.767,1,feed,satellite,forage,,,,,
22657,916,07/07/2016,16:55:28,after,satellite_only,satellite,MA,MA,,2.459,1,movement,satellite,movement,,,,,
22659,916,07/07/2016,16:55:31,after,satellite_only,satellite,MA,MA,,11.714,1,feed,satellite,forage,,,,,
22661,916,07/07/2016,16:55:42,after,satellite_only,satellite,MA,MA,,25.677,1,movement,satellite,movement,,,,,
22663,916,07/07/2016,16:56:08,after,satellite_only,satellite,MA,MA,,18.434,1,stb_swinging,satellite,abnormal,,,,,
22665,916,07/07/2016,16:56:26,after,satellite_only,satellite,MA,MA,,13.182,1,movement,satellite,movement,,,,,
22667,916,07/07/2016,16:56:40,after,satellite_only,satellite,MA,MA,,16.314,1,stb_swinging,satellite,abnormal,,,,,
