record,observer_id,date,period,month,time,time_meal,enclosure_access,n_encl,location,focal_id,actor_id,receiver_id,duration_sec,occurrences,behavior,condition,activity,behavior_modifier,focal_sex,focal_group,focal_age
21255,1231,07/06/2016,jun-jul,1,14:56:44,after,both_enclosures,2,satellite,CL,CL,,30.914,1,movement,sbc,movement,,male,sat2,subadult
21257,1231,07/06/2016,jun-jul,1,14:57:15,after,both_enclosures,2,satellite,CL,CL,,10.984,1,inactive,sbc,inactive,,male,sat2,subadult
21259,1231,07/06/2016,jun-jul,1,14:57:26,after,both_enclosures,2,satellite,CL,CL,,84.765,1,movement,sbc,movement,,male,sat2,subadult
21262,1231,07/06/2016,jun-jul,1,14:58:51,after,both_enclosures,2,center,CL,CL,,5.403,1,inactive,cbc,inactive,,male,sat2,subadult
21264,1231,07/06/2016,jun-jul,1,14:58:56,after,both_enclosures,2,center,CL,CL,CL,9.028,1,sdb_scratching,cbc,self_directed,,male,sat2,subadult
21266,1231,07/06/2016,jun-jul,1,14:59:05,after,both_enclosures,2,center,CL,CL,,165.671,1,inactive,cbc,inactive,,male,sat2,subadult
21268,1231,07/06/2016,jun-jul,1,15:01:51,after,both_enclosures,2,center,CL,CL,CL,220.343,1,sdb_groom,cbc,self_directed,,male,sat2,subadult
21273,1231,07/06/2016,jun-jul,1,15:06:56,after,both_enclosures,2,center,MA,MA,,16.772,1,inactive,cbc,inactive,,female,sat2,subadult
21275,1231,07/06/2016,jun-jul,1,15:07:13,after,both_enclosures,2,center,MA,MA,,230.362,1,feed,cbc,forage,,female,sat2,subadult
21276,1231,07/06/2016,jun-jul,1,15:11:00,none,both_enclosures,2,center,MA,MA,,0,1,v_whinny,cbc,vocalization,,female,sat2,subadult
21278,1231,07/06/2016,jun-jul,1,15:11:03,none,both_enclosures,2,center,MA,MA,,175.666,1,feed,cbc,forage,,female,sat2,subadult
21280,1231,07/06/2016,jun-jul,1,15:13:59,none,both_enclosures,2,center,MA,MA,,35.769,1,movement,cbc,movement,,female,sat2,subadult
21282,1231,07/06/2016,jun-jul,1,15:14:35,none,both_enclosures,2,center,MA,MA,,229.249,1,feed,cbc,forage,,female,sat2,subadult
21284,1231,07/06/2016,jun-jul,1,15:18:24,none,both_enclosures,2,center,MA,MA,,8.067,1,movement,cbc,movement,,female,sat2,subadult
21286,1231,07/06/2016,jun-jul,1,15:18:32,none,both_enclosures,2,center,MA,MA,,44.067,1,inactive,cbc,inactive,,female,sat2,subadult
21288,1231,07/06/2016,jun-jul,1,15:19:16,none,both_enclosures,2,center,MA,MA,,12.433,1,feed,cbc,forage,,female,sat2,subadult
21290,1231,07/06/2016,jun-jul,1,15:19:29,none,both_enclosures,2,center,MA,MA,,33.473,1,inactive,cbc,inactive,,female,sat2,subadult
21292,1231,07/06/2016,jun-jul,1,15:20:02,none,both_enclosures,2,center,MA,MA,,201.638,1,feed,cbc,forage,,female,sat2,subadult
21294,1231,07/06/2016,jun-jul,1,15:23:24,none,both_enclosures,2,center,MA,MA,,42.457,1,movement,cbc,movement,,female,sat2,subadult
21297,1231,07/06/2016,jun-jul,1,15:24:06,none,both_enclosures,2,satellite,MA,MA,,42.767,1,drink,sbc,forage,,female,sat2,subadult
21299,1231,07/06/2016,jun-jul,1,15:24:49,none,both_enclosures,2,satellite,MA,MA,,86.015,1,feed,sbc,forage,,female,sat2,subadult
21301,1231,07/06/2016,jun-jul,1,15:26:15,none,both_enclosures,2,satellite,MA,MA,,23.932,1,movement,sbc,movement,,female,sat2,subadult
21303,1231,07/06/2016,jun-jul,1,15:26:39,none,both_enclosures,2,satellite,MA,MA,,3.083,1,inactive,sbc,inactive,,female,sat2,subadult
21305,1231,07/06/2016,jun-jul,1,15:26:42,none,both_enclosures,2,satellite,MA,MA,MA,6.064,1,sdb_scratching,sbc,self_directed,,female,sat2,subadult
21307,1231,07/06/2016,jun-jul,1,15:26:48,none,both_enclosures,2,satellite,MA,MA,,2.873,1,movement,sbc,movement,,female,sat2,subadult
21700,1231,07/07/2016,jun-jul,1,7:01:19,before,satellite_only,1,satellite,TR,TR,,165.901,1,inactive,satellite,inactive,,female,sat3,adult
21703,1231,07/07/2016,jun-jul,1,7:04:05,before,satellite_only,1,satellite,TR,TR,TR,31.234,1,sdb_scratching,satellite,self_directed,,female,sat3,adult
21705,1231,07/07/2016,jun-jul,1,7:04:36,before,satellite_only,1,satellite,TR,TR,,111.472,1,inactive,satellite,inactive,,female,sat3,adult
21707,1231,07/07/2016,jun-jul,1,7:06:27,before,satellite_only,1,satellite,TR,TR,TR,24.42,1,sdb_yawn,satellite,other,,female,sat3,adult
21709,1231,07/07/2016,jun-jul,1,7:06:52,before,satellite_only,1,satellite,TR,TR,,111.159,1,inactive,satellite,inactive,,female,sat3,adult
21711,1231,07/07/2016,jun-jul,1,7:08:43,before,satellite_only,1,satellite,TR,TR,TR,9.897,1,sdb_scratching,satellite,self_directed,,female,sat3,adult
21713,1231,07/07/2016,jun-jul,1,7:08:53,before,satellite_only,1,satellite,TR,TR,,46.655,1,inactive,satellite,inactive,,female,sat3,adult
21715,1231,07/07/2016,jun-jul,1,7:09:40,before,satellite_only,1,satellite,TR,TR,TR,12.37,1,sdb_scratching,satellite,self_directed,,female,sat3,adult
21717,1231,07/07/2016,jun-jul,1,7:09:52,before,satellite_only,1,satellite,TR,TR,,11.093,1,inactive,satellite,inactive,,female,sat3,adult
21719,1231,07/07/2016,jun-jul,1,7:10:03,before,satellite_only,1,satellite,TR,TR,,3.738,1,movement,satellite,movement,,female,sat3,adult
21721,1231,07/07/2016,jun-jul,1,7:10:07,before,satellite_only,1,satellite,TR,TR,TR,7.473,1,sdb_scratching,satellite,self_directed,,female,sat3,adult
21723,1231,07/07/2016,jun-jul,1,7:10:14,before,satellite_only,1,satellite,TR,TR,,25.622,1,inactive,satellite,inactive,,female,sat3,adult
21725,1231,07/07/2016,jun-jul,1,7:10:40,before,satellite_only,1,satellite,TR,TR,TR,15.32,1,sdb_scratching,satellite,self_directed,,female,sat3,adult
21727,1231,07/07/2016,jun-jul,1,7:10:55,before,satellite_only,1,satellite,TR,TR,,7.471,1,inactive,satellite,inactive,,female,sat3,adult
21729,1231,07/07/2016,jun-jul,1,7:11:03,before,satellite_only,1,satellite,TR,TR,TR,10.798,1,sdb_scratching,satellite,self_directed,,female,sat3,adult
21731,1231,07/07/2016,jun-jul,1,7:11:13,before,satellite_only,1,satellite,TR,TR,,3.622,1,rubbing,satellite,sociosexual,genitals_on_surface,female,sat3,adult
21733,1231,07/07/2016,jun-jul,1,7:11:17,before,satellite_only,1,satellite,TR,TR,,7.743,1,movement,satellite,movement,,female,sat3,adult
21735,1231,07/07/2016,jun-jul,1,7:11:25,before,satellite_only,1,satellite,TR,TR,,4.439,1,inactive,satellite,inactive,,female,sat3,adult
21737,1231,07/07/2016,jun-jul,1,7:11:29,before,satellite_only,1,satellite,TR,TR,TR,5.131,1,sdb_yawn,satellite,other,,female,sat3,adult
21739,1231,07/07/2016,jun-jul,1,7:11:34,before,satellite_only,1,satellite,TR,TR,TR,16.9,1,sdb_scratching,satellite,self_directed,,female,sat3,adult
21741,1231,07/07/2016,jun-jul,1,7:11:51,before,satellite_only,1,satellite,TR,TR,,28.028,1,movement,satellite,movement,,female,sat3,adult
21743,1231,07/07/2016,jun-jul,1,7:12:19,after,satellite_only,1,satellite,TR,TR,,146.284,1,feed,satellite,forage,,female,sat3,adult
21744,1231,07/07/2016,jun-jul,1,7:14:22,after,satellite_only,1,satellite,TR,RK,TR,13.708,1,aggression_threat,satellite,agonistic,,female,sat3,adult
21748,1231,07/07/2016,jun-jul,1,7:14:46,after,satellite_only,1,satellite,TR,TR,,31.298,1,inactive,satellite,inactive,,female,sat3,adult
21750,1231,07/07/2016,jun-jul,1,7:15:17,after,satellite_only,1,satellite,TR,TR,,15.093,1,movement,satellite,movement,,female,sat3,adult
21752,1231,07/07/2016,jun-jul,1,7:15:32,after,satellite_only,1,satellite,TR,TR,,7.163,1,feed,satellite,forage,,female,sat3,adult
21754,1231,07/07/2016,jun-jul,1,7:15:39,after,satellite_only,1,satellite,TR,TR,TR,7.046,1,sdb_scratching,satellite,self_directed,,female,sat3,adult
21756,1231,07/07/2016,jun-jul,1,7:15:46,after,satellite_only,1,satellite,TR,TR,,19.95,1,feed,satellite,forage,,female,sat3,adult
21758,1231,07/07/2016,jun-jul,1,7:16:06,after,satellite_only,1,satellite,TR,TR,,8.187,1,movement,satellite,movement,,female,sat3,adult
21760,1231,07/07/2016,jun-jul,1,7:16:14,after,satellite_only,1,satellite,TR,TR,,286.616,1,feed,satellite,forage,,female,sat3,adult
21762,1231,07/07/2016,jun-jul,1,7:21:01,after,satellite_only,1,satellite,TR,TR,,12.223,1,movement,satellite,movement,,female,sat3,adult
21874,916,07/07/2016,jun-jul,1,10:12:20,before,satellite_only,1,satellite,FY,FY,,4.129,1,not_visible,satellite,not_visible,,female,sat1,adult
21876,916,07/07/2016,jun-jul,1,10:12:24,before,satellite_only,1,satellite,FY,FY,,11.859,1,movement,satellite,movement,,female,sat1,adult
21878,916,07/07/2016,jun-jul,1,10:12:36,before,satellite_only,1,satellite,FY,FY,FY,5.222,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21880,916,07/07/2016,jun-jul,1,10:12:41,before,satellite_only,1,satellite,FY,FY,,5.509,1,movement,satellite,movement,,female,sat1,adult
21882,916,07/07/2016,jun-jul,1,10:12:46,before,satellite_only,1,satellite,FY,FY,,17.999,1,stb_swinging,satellite,abnormal,,female,sat1,adult
21884,916,07/07/2016,jun-jul,1,10:13:04,before,satellite_only,1,satellite,FY,FY,,4.373,1,inactive,satellite,inactive,,female,sat1,adult
21886,916,07/07/2016,jun-jul,1,10:13:09,before,satellite_only,1,satellite,FY,FY,FY,8.305,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21888,916,07/07/2016,jun-jul,1,10:13:17,before,satellite_only,1,satellite,FY,FY,,9.651,1,movement,satellite,movement,,female,sat1,adult
21890,916,07/07/2016,jun-jul,1,10:13:27,before,satellite_only,1,satellite,FY,FY,,3.75,1,inactive,satellite,inactive,,female,sat1,adult
21892,916,07/07/2016,jun-jul,1,10:13:31,before,satellite_only,1,satellite,FY,FY,FY,20.553,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21894,916,07/07/2016,jun-jul,1,10:13:51,before,satellite_only,1,satellite,FY,FY,,27.438,1,movement,satellite,movement,,female,sat1,adult
21896,916,07/07/2016,jun-jul,1,10:14:19,before,satellite_only,1,satellite,FY,FY,,13.474,1,stb_swinging,satellite,abnormal,,female,sat1,adult
21898,916,07/07/2016,jun-jul,1,10:14:32,before,satellite_only,1,satellite,FY,FY,,3.487,1,movement,satellite,movement,,female,sat1,adult
21900,916,07/07/2016,jun-jul,1,10:14:36,before,satellite_only,1,satellite,FY,FY,,5.683,1,inactive,satellite,inactive,,female,sat1,adult
21902,916,07/07/2016,jun-jul,1,10:14:41,before,satellite_only,1,satellite,FY,FY,FY,3.521,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21904,916,07/07/2016,jun-jul,1,10:14:45,before,satellite_only,1,satellite,FY,FY,,40.056,1,movement,satellite,movement,,female,sat1,adult
21906,916,07/07/2016,jun-jul,1,10:15:25,before,satellite_only,1,satellite,FY,FY,,3.642,1,stb_swinging,satellite,abnormal,,female,sat1,adult
21908,916,07/07/2016,jun-jul,1,10:15:28,before,satellite_only,1,satellite,FY,FY,,20.637,1,movement,satellite,movement,,female,sat1,adult
21910,916,07/07/2016,jun-jul,1,10:15:49,before,satellite_only,1,satellite,FY,FY,FY,3.209,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21912,916,07/07/2016,jun-jul,1,10:15:52,before,satellite_only,1,satellite,FY,FY,,30.186,1,movement,satellite,movement,,female,sat1,adult
21914,916,07/07/2016,jun-jul,1,10:16:22,before,satellite_only,1,satellite,FY,FY,FY,4.824,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21916,916,07/07/2016,jun-jul,1,10:16:27,before,satellite_only,1,satellite,FY,FY,,5.015,1,movement,satellite,movement,,female,sat1,adult
21918,916,07/07/2016,jun-jul,1,10:16:32,before,satellite_only,1,satellite,FY,FY,,9.536,1,stb_swinging,satellite,abnormal,,female,sat1,adult
21920,916,07/07/2016,jun-jul,1,10:16:42,before,satellite_only,1,satellite,FY,FY,,8.614,1,movement,satellite,movement,,female,sat1,adult
21922,916,07/07/2016,jun-jul,1,10:16:50,before,satellite_only,1,satellite,FY,FY,,2.283,1,inactive,satellite,inactive,,female,sat1,adult
21924,916,07/07/2016,jun-jul,1,10:16:53,before,satellite_only,1,satellite,FY,FY,,21.678,1,movement,satellite,movement,,female,sat1,adult
21926,916,07/07/2016,jun-jul,1,10:17:14,before,satellite_only,1,satellite,FY,FY,,4.289,1,stb_swinging,satellite,abnormal,,female,sat1,adult
21928,916,07/07/2016,jun-jul,1,10:17:19,before,satellite_only,1,satellite,FY,FY,,26.343,1,movement,satellite,movement,,female,sat1,adult
21930,916,07/07/2016,jun-jul,1,10:17:45,before,satellite_only,1,satellite,FY,FY,FY,3.983,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21932,916,07/07/2016,jun-jul,1,10:17:49,before,satellite_only,1,satellite,FY,FY,,54.434,1,movement,satellite,movement,,female,sat1,adult
21934,916,07/07/2016,jun-jul,1,10:18:43,before,satellite_only,1,satellite,FY,FY,FY,3.36,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21936,916,07/07/2016,jun-jul,1,10:18:47,before,satellite_only,1,satellite,FY,FY,,12.794,1,movement,satellite,movement,,female,sat1,adult
21938,916,07/07/2016,jun-jul,1,10:19:00,before,satellite_only,1,satellite,FY,FY,,9.346,1,stb_swinging,satellite,abnormal,,female,sat1,adult
21940,916,07/07/2016,jun-jul,1,10:19:09,before,satellite_only,1,satellite,FY,FY,,6.88,1,movement,satellite,movement,,female,sat1,adult
21942,916,07/07/2016,jun-jul,1,10:19:16,before,satellite_only,1,satellite,FY,FY,FY,5.413,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21944,916,07/07/2016,jun-jul,1,10:19:21,before,satellite_only,1,satellite,FY,FY,,20.23,1,movement,satellite,movement,,female,sat1,adult
21946,916,07/07/2016,jun-jul,1,10:19:41,before,satellite_only,1,satellite,FY,FY,,13.38,1,stb_swinging,satellite,abnormal,,female,sat1,adult
21948,916,07/07/2016,jun-jul,1,10:19:55,before,satellite_only,1,satellite,FY,FY,,12.567,1,movement,satellite,movement,,female,sat1,adult
21950,916,07/07/2016,jun-jul,1,10:20:07,before,satellite_only,1,satellite,FY,FY,FY,5.376,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21952,916,07/07/2016,jun-jul,1,10:20:13,before,satellite_only,1,satellite,FY,FY,,27.446,1,movement,satellite,movement,,female,sat1,adult
21954,916,07/07/2016,jun-jul,1,10:20:40,before,satellite_only,1,satellite,FY,FY,FY,2.548,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21956,916,07/07/2016,jun-jul,1,10:20:43,before,satellite_only,1,satellite,FY,FY,,37.693,1,movement,satellite,movement,,female,sat1,adult
21958,916,07/07/2016,jun-jul,1,10:21:20,before,satellite_only,1,satellite,FY,FY,FY,7.421,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21960,916,07/07/2016,jun-jul,1,10:21:28,before,satellite_only,1,satellite,FY,FY,,23.756,1,movement,satellite,movement,,female,sat1,adult
21962,916,07/07/2016,jun-jul,1,10:21:52,before,satellite_only,1,satellite,FY,FY,,8.95,1,stb_swinging,satellite,abnormal,,female,sat1,adult
21964,916,07/07/2016,jun-jul,1,10:22:01,before,satellite_only,1,satellite,FY,FY,,42.803,1,movement,satellite,movement,,female,sat1,adult
21966,916,07/07/2016,jun-jul,1,10:22:43,before,satellite_only,1,satellite,FY,FY,,10.079,1,stb_swinging,satellite,abnormal,,female,sat1,adult
21968,916,07/07/2016,jun-jul,1,10:22:53,before,satellite_only,1,satellite,FY,FY,,7.371,1,inactive,satellite,inactive,,female,sat1,adult
21970,916,07/07/2016,jun-jul,1,10:23:01,before,satellite_only,1,satellite,FY,FY,,13.332,1,movement,satellite,movement,,female,sat1,adult
21972,916,07/07/2016,jun-jul,1,10:23:14,before,satellite_only,1,satellite,FY,FY,FY,3.601,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21974,916,07/07/2016,jun-jul,1,10:23:18,before,satellite_only,1,satellite,FY,FY,,11.136,1,movement,satellite,movement,,female,sat1,adult
21976,916,07/07/2016,jun-jul,1,10:23:29,before,satellite_only,1,satellite,FY,FY,FG,6.428,1,present_chest,satellite,parental,,female,sat1,adult
21978,916,07/07/2016,jun-jul,1,10:23:35,before,satellite_only,1,satellite,FY,FY,FY,8.308,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21980,916,07/07/2016,jun-jul,1,10:23:44,before,satellite_only,1,satellite,FY,FY,,5.116,1,movement,satellite,movement,,female,sat1,adult
21982,916,07/07/2016,jun-jul,1,10:23:49,before,satellite_only,1,satellite,FY,FY,,11.701,1,stb_swinging,satellite,abnormal,,female,sat1,adult
21984,916,07/07/2016,jun-jul,1,10:24:00,before,satellite_only,1,satellite,FY,FY,,8.169,1,movement,satellite,movement,,female,sat1,adult
21986,916,07/07/2016,jun-jul,1,10:24:09,before,satellite_only,1,satellite,FY,FY,FG,14.668,1,present_chest,satellite,parental,,female,sat1,adult
21988,916,07/07/2016,jun-jul,1,10:24:23,before,satellite_only,1,satellite,FY,FY,,4.343,1,movement,satellite,movement,,female,sat1,adult
21990,916,07/07/2016,jun-jul,1,10:24:28,before,satellite_only,1,satellite,FY,FY,FY,17.599,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21992,916,07/07/2016,jun-jul,1,10:24:45,before,satellite_only,1,satellite,FY,FY,FG,9.334,1,present_chest,satellite,parental,,female,sat1,adult
21994,916,07/07/2016,jun-jul,1,10:24:55,before,satellite_only,1,satellite,FY,FY,,5.003,1,movement,satellite,movement,,female,sat1,adult
21996,916,07/07/2016,jun-jul,1,10:25:00,before,satellite_only,1,satellite,FY,FY,FY,9.958,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
21998,916,07/07/2016,jun-jul,1,10:25:10,before,satellite_only,1,satellite,FY,FY,,12.365,1,stb_swinging,satellite,abnormal,,female,sat1,adult
22000,916,07/07/2016,jun-jul,1,10:25:22,before,satellite_only,1,satellite,FY,FY,,66.071,1,movement,satellite,movement,,female,sat1,adult
22002,916,07/07/2016,jun-jul,1,10:26:28,before,satellite_only,1,satellite,FY,FY,,2.865,1,inactive,satellite,inactive,,female,sat1,adult
22004,916,07/07/2016,jun-jul,1,10:26:31,before,satellite_only,1,satellite,FY,FY,,8.009,1,movement,satellite,movement,,female,sat1,adult
22006,916,07/07/2016,jun-jul,1,10:26:39,before,satellite_only,1,satellite,FY,FY,,11.927,1,stb_swinging,satellite,abnormal,,female,sat1,adult
22008,916,07/07/2016,jun-jul,1,10:26:51,before,satellite_only,1,satellite,FY,FY,,19.925,1,movement,satellite,movement,,female,sat1,adult
22010,916,07/07/2016,jun-jul,1,10:27:11,before,satellite_only,1,satellite,FY,FY,,6.313,1,inactive,satellite,inactive,,female,sat1,adult
22012,916,07/07/2016,jun-jul,1,10:27:17,before,satellite_only,1,satellite,FY,FY,,12.1,1,movement,satellite,movement,,female,sat1,adult
22014,916,07/07/2016,jun-jul,1,10:27:29,before,satellite_only,1,satellite,FY,FY,FG,5.149,1,present_chest,satellite,parental,,female,sat1,adult
22016,916,07/07/2016,jun-jul,1,10:27:34,before,satellite_only,1,satellite,FY,FY,FG,27.199,1,carry,satellite,parental,,female,sat1,adult
22018,916,07/07/2016,jun-jul,1,10:28:01,before,satellite_only,1,satellite,FY,FY,,17.501,1,movement,satellite,movement,,female,sat1,adult
22020,916,07/07/2016,jun-jul,1,10:28:19,before,satellite_only,1,satellite,FY,FY,,7.822,1,stb_swinging,satellite,abnormal,,female,sat1,adult
22022,916,07/07/2016,jun-jul,1,10:28:27,before,satellite_only,1,satellite,FY,FY,,7.735,1,movement,satellite,movement,,female,sat1,adult
22024,916,07/07/2016,jun-jul,1,10:28:35,before,satellite_only,1,satellite,FY,FY,,53.233,1,not_visible,satellite,not_visible,,female,sat1,adult
22026,916,07/07/2016,jun-jul,1,10:29:28,before,satellite_only,1,satellite,FY,FY,,25.024,1,movement,satellite,movement,,female,sat1,adult
22028,916,07/07/2016,jun-jul,1,10:29:53,before,satellite_only,1,satellite,FY,FY,,41.279,1,drink,satellite,forage,,female,sat1,adult
22030,916,07/07/2016,jun-jul,1,10:30:34,before,satellite_only,1,satellite,FY,FY,,16.257,1,movement,satellite,movement,,female,sat1,adult
22032,916,07/07/2016,jun-jul,1,10:30:50,before,satellite_only,1,satellite,FY,FY,,4.825,1,stb_swinging,satellite,abnormal,,female,sat1,adult
22034,916,07/07/2016,jun-jul,1,10:30:55,before,satellite_only,1,satellite,FY,FY,,35.617,1,movement,satellite,movement,,female,sat1,adult
22036,916,07/07/2016,jun-jul,1,10:31:31,before,satellite_only,1,satellite,FY,FY,,4.305,1,stb_swinging,satellite,abnormal,,female,sat1,adult
22038,916,07/07/2016,jun-jul,1,10:31:35,before,satellite_only,1,satellite,FY,FY,,33.815,1,movement,satellite,movement,,female,sat1,adult
22043,916,07/07/2016,jun-jul,1,10:32:39,before,satellite_only,1,satellite,PA,PA,PA,19.891,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
22045,916,07/07/2016,jun-jul,1,10:32:59,before,satellite_only,1,satellite,PA,PA,,19.709,1,inactive,satellite,inactive,,female,sat1,adult
22047,916,07/07/2016,jun-jul,1,10:33:19,before,satellite_only,1,satellite,PA,PA,PA,44.009,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
22049,916,07/07/2016,jun-jul,1,10:34:03,before,satellite_only,1,satellite,PA,PA,,13.758,1,inactive,satellite,inactive,,female,sat1,adult
22051,916,07/07/2016,jun-jul,1,10:34:16,before,satellite_only,1,satellite,PA,PA,PA,5.664,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
22053,916,07/07/2016,jun-jul,1,10:34:22,before,satellite_only,1,satellite,PA,PA,,54.103,1,inactive,satellite,inactive,,female,sat1,adult
22055,916,07/07/2016,jun-jul,1,10:35:16,before,satellite_only,1,satellite,PA,PA,,25.89,1,movement,satellite,movement,,female,sat1,adult
22057,916,07/07/2016,jun-jul,1,10:35:42,before,satellite_only,1,satellite,PA,PA,PA,7.178,1,sdb_touch,satellite,self_directed,,female,sat1,adult
22059,916,07/07/2016,jun-jul,1,10:35:49,before,satellite_only,1,satellite,PA,PA,,10.107,1,inactive,satellite,inactive,,female,sat1,adult
22061,916,07/07/2016,jun-jul,1,10:35:59,before,satellite_only,1,satellite,PA,PA,,2.96,1,movement,satellite,movement,,female,sat1,adult
22063,916,07/07/2016,jun-jul,1,10:36:02,before,satellite_only,1,satellite,PA,PA,,31.125,1,inactive,satellite,inactive,,female,sat1,adult
22065,916,07/07/2016,jun-jul,1,10:36:33,before,satellite_only,1,satellite,PA,PA,,52.157,1,movement,satellite,movement,,female,sat1,adult
22067,916,07/07/2016,jun-jul,1,10:37:26,after,satellite_only,1,satellite,PA,PA,,4.402,1,inactive,satellite,inactive,,female,sat1,adult
22069,916,07/07/2016,jun-jul,1,10:37:30,after,satellite_only,1,satellite,PA,PA,,3.39,1,movement,satellite,movement,,female,sat1,adult
22071,916,07/07/2016,jun-jul,1,10:37:33,after,satellite_only,1,satellite,PA,PA,,10.451,1,inactive,satellite,inactive,,female,sat1,adult
22074,916,07/07/2016,jun-jul,1,10:37:44,after,satellite_only,1,satellite,PA,PA,,4.927,1,movement,satellite,movement,,female,sat1,adult
22076,916,07/07/2016,jun-jul,1,10:37:49,after,satellite_only,1,satellite,PA,PA,,2.388,1,not_visible,satellite,not_visible,,female,sat1,adult
22078,916,07/07/2016,jun-jul,1,10:37:51,after,satellite_only,1,satellite,PA,PA,,3.296,1,movement,satellite,movement,,female,sat1,adult
22080,916,07/07/2016,jun-jul,1,10:37:54,after,satellite_only,1,satellite,PA,PA,,20.841,1,stb_swinging,satellite,abnormal,,female,sat1,adult
22082,916,07/07/2016,jun-jul,1,10:38:15,after,satellite_only,1,satellite,PA,PA,,14.359,1,inactive,satellite,inactive,,female,sat1,adult
22084,916,07/07/2016,jun-jul,1,10:38:30,after,satellite_only,1,satellite,PA,PA,,12.324,1,movement,satellite,movement,,female,sat1,adult
22086,916,07/07/2016,jun-jul,1,10:38:42,after,satellite_only,1,satellite,PA,PA,,150.463,1,not_visible,satellite,not_visible,,female,sat1,adult
22088,916,07/07/2016,jun-jul,1,10:41:12,after,satellite_only,1,satellite,PA,PA,,35.92,1,inactive,satellite,inactive,,female,sat1,adult
22090,916,07/07/2016,jun-jul,1,10:41:48,after,satellite_only,1,satellite,PA,PA,PA,6.452,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
22092,916,07/07/2016,jun-jul,1,10:41:55,after,satellite_only,1,satellite,PA,PA,,23.993,1,inactive,satellite,inactive,,female,sat1,adult
22094,916,07/07/2016,jun-jul,1,10:42:19,after,satellite_only,1,satellite,PA,PA,PA,5.368,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
22096,916,07/07/2016,jun-jul,1,10:42:24,after,satellite_only,1,satellite,PA,PA,,21.203,1,inactive,satellite,inactive,,female,sat1,adult
22098,916,07/07/2016,jun-jul,1,10:42:45,after,satellite_only,1,satellite,PA,PA,PA,3.575,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
22100,916,07/07/2016,jun-jul,1,10:42:49,after,satellite_only,1,satellite,PA,PA,,7.213,1,inactive,satellite,inactive,,female,sat1,adult
22102,916,07/07/2016,jun-jul,1,10:42:56,after,satellite_only,1,satellite,PA,PA,PA,4.018,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
22104,916,07/07/2016,jun-jul,1,10:43:00,after,satellite_only,1,satellite,PA,PA,,12.487,1,inactive,satellite,inactive,,female,sat1,adult
22106,916,07/07/2016,jun-jul,1,10:43:13,after,satellite_only,1,satellite,PA,PA,PA,56.602,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
22108,916,07/07/2016,jun-jul,1,10:44:09,after,satellite_only,1,satellite,PA,PA,,41.769,1,inactive,satellite,inactive,,female,sat1,adult
22110,916,07/07/2016,jun-jul,1,10:44:51,after,satellite_only,1,satellite,PA,PA,PA,15.689,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
22112,916,07/07/2016,jun-jul,1,10:45:07,after,satellite_only,1,satellite,PA,PA,,12.694,1,inactive,satellite,inactive,,female,sat1,adult
22114,916,07/07/2016,jun-jul,1,10:45:19,after,satellite_only,1,satellite,PA,PA,PA,5.76,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
22116,916,07/07/2016,jun-jul,1,10:45:25,after,satellite_only,1,satellite,PA,PA,FG,15.336,1,sit_in_proximity,satellite,inactive,,female,sat1,adult
22118,916,07/07/2016,jun-jul,1,10:45:40,after,satellite_only,1,satellite,PA,PA,PA,4.362,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
22120,916,07/07/2016,jun-jul,1,10:45:45,after,satellite_only,1,satellite,PA,PA,,42.081,1,inactive,satellite,inactive,,female,sat1,adult
22122,916,07/07/2016,jun-jul,1,10:46:27,after,satellite_only,1,satellite,PA,PA,PA,31.504,1,sdb_scratching,satellite,self_directed,,female,sat1,adult
22124,916,07/07/2016,jun-jul,1,10:46:58,after,satellite_only,1,satellite,PA,PA,,84.11,1,inactive,satellite,inactive,,female,sat1,adult
