observer_id,date,period,month,time,time_meal,n_encl,location_focal,focal_id,focal_sex,focal_group,focal_age,height_index,height_scaled,nearest_id,nearest_m,n_prox_1m,n_prox_5m,scans
916,07/20/2016,jul_aug,2, 13:19:27,none,1,satellite,DU,female,sat2,subadult,1,1,multiple,6,0,0,1
916,07/20/2016,jul_aug,2, 13:29:27,none,1,satellite,MA,female,sat2,subadult,2,2,multiple,2,0,3,1
916,07/20/2016,jul_aug,2, 13:39:27,none,1,satellite,ME,female,sat2,subadult,2,2,PE,1,1,3,1
916,07/20/2016,jul_aug,2, 13:49:27,none,1,satellite,PE,female,sat2,subadult,2,2,multiple,2,0,2,1
916,07/20/2016,jul_aug,2, 13:59:27,none,1,satellite,PE,female,sat2,subadult,2,2,ME,3,0,2,1
916,07/20/2016,jul_aug,2, 14:19:27,before,1,satellite,DU,female,sat2,subadult,1,1,CL,3,0,1,1
916,07/20/2016,jul_aug,2, 14:29:27,before,1,satellite,MA,female,sat2,subadult,1,1,ME,4,0,3,1
916,07/20/2016,jul_aug,2, 14:39:27,after,1,satellite,ME,female,sat2,subadult,1,1,PE,5,0,1,1
916,07/20/2016,jul_aug,2, 14:49:27,after,1,satellite,PE,female,sat2,subadult,2,2,MA,2,0,2,1
1231,07/21/2016,jul_aug,2, 06:07:02,none,1,satellite,PA,female,sat1,adult,2,2,FY,5,0,1,1
1231,07/21/2016,jul_aug,2, 06:17:02,none,1,satellite,FY,female,sat1,adult,2,2,PA,4,0,1,1
916,07/21/2016,jul_aug,2, 15:30:11,none,1,satellite,DU,female,sat2,subadult,2,2,CL,3,0,1,1
916,07/21/2016,jul_aug,2, 15:40:11,none,1,satellite,MA,female,sat2,subadult,2,2,CL,3,0,2,1
916,07/21/2016,jul_aug,2, 15:50:11,none,1,satellite,ME,female,sat2,subadult,1,1,MA,0,2,2,1
916,07/21/2016,jul_aug,2, 16:00:11,before,1,satellite,PE,female,sat2,subadult,2,2,DU,0,1,2,1
916,07/21/2016,jul_aug,2, 16:20:11,before,1,satellite,DU,female,sat2,subadult,1,1,MA,6,0,0,1
916,07/21/2016,jul_aug,2, 16:30:11,after,1,satellite,MA,female,sat2,subadult,2,2,PE,4,0,1,1
916,07/21/2016,jul_aug,2, 16:40:11,after,1,satellite,ME,female,sat2,subadult,2,2,DU,4,0,3,1
916,07/21/2016,jul_aug,2, 16:50:11,after,1,satellite,PE,female,sat2,subadult,2,2,multiple,6,0,0,1
916,07/21/2016,jul_aug,2, 17:10:11,none,1,satellite,DU,female,sat2,subadult,1,1,ME,5,0,1,1
1231,07/22/2016,jul_aug,2, 06:01:10,none,1,satellite,MA,female,sat2,subadult,2,2,PE,6,0,0,1
1231,07/22/2016,jul_aug,2, 06:11:10,none,1,satellite,DU,female,sat2,subadult,2,2,MA,2,0,2,1
1231,07/22/2016,jul_aug,2, 06:21:10,none,1,satellite,ME,female,sat2,subadult,2,2,PE,2,0,1,1
1231,07/22/2016,jul_aug,2, 06:41:10,before,1,satellite,PE,female,sat2,subadult,2,2,DU,0,1,3,1
1231,07/22/2016,jul_aug,2, 06:51:10,before,1,satellite,MA,female,sat2,subadult,2,2,DU,2,0,2,1
1231,07/22/2016,jul_aug,2, 07:01:10,after,1,satellite,DU,female,sat2,subadult,2,2,multiple,5,0,2,1
1231,07/22/2016,jul_aug,2, 07:11:10,after,1,satellite,ME,female,sat2,subadult,2,2,DU,3,0,1,1
1231,07/22/2016,jul_aug,2, 07:31:10,none,1,satellite,PE,female,sat2,subadult,2,2,CL,2,0,2,1
1231,07/22/2016,jul_aug,2, 07:41:10,none,1,satellite,MA,female,sat2,subadult,1,1,DU,2,0,2,1
1231,07/22/2016,jul_aug,2, 07:51:10,none,1,satellite,DU,female,sat2,subadult,1,1,ME,4,0,1,1
1231,07/22/2016,jul_aug,2, 13:58:39,none,1,satellite,PP,female,sat3,adult,2,2,RK,4,0,1,1
1231,07/22/2016,jul_aug,2, 14:08:39,before,1,satellite,RK,female,sat3,adult,2,2,PP,2,0,1,1
1231,07/22/2016,jul_aug,2, 14:18:39,before,1,satellite,TR,female,sat3,adult,2,2,RK,2,0,1,1
916,07/22/2016,jul_aug,2, 14:19:46,before,2,center,PA,female,sat1,adult,2,1,FY,9,0,0,1
1231,07/22/2016,jul_aug,2, 14:38:39,after,1,satellite,PP,female,sat3,adult,2,2,RK,4,0,1,1
916,07/22/2016,jul_aug,2, 14:39:46,after,2,center,FY,female,sat1,adult,0,0,PA,8,0,0,1
1231,07/22/2016,jul_aug,2, 14:48:39,after,1,satellite,RK,female,sat3,adult,2,2,PP,3,0,1,1
916,07/22/2016,jul_aug,2, 14:49:46,after,2,satellite,PA,female,sat1,adult,1,1,none,,0,0,1
1231,07/22/2016,jul_aug,2, 14:58:39,after,1,satellite,TR,female,sat3,adult,1,1,PP,5,0,1,1
916,07/22/2016,jul_aug,2, 15:09:46,none,2,center,FY,female,sat1,adult,1,1,PA,10,0,0,1
1231,07/22/2016,jul_aug,2, 15:18:39,none,1,satellite,PP,female,sat3,adult,2,2,multiple,8,0,0,1
916,07/22/2016,jul_aug,2, 15:19:46,none,2,center,PA,female,sat1,adult,3,2,FY,12,0,0,1
1231,07/22/2016,jul_aug,2, 15:28:39,none,1,satellite,RK,female,sat3,adult,2,2,TR,3,0,2,1
1231,07/22/2016,jul_aug,2, 15:38:39,none,1,satellite,TR,female,sat3,adult,2,2,RK,5,0,1,1
916,07/22/2016,jul_aug,2, 16:19:46,before,2,satellite,FY,female,sat1,adult,2,2,none,,0,0,1
916,07/22/2016,jul_aug,2, 16:29:46,before,1,satellite,FY,female,sat1,adult,2,2,PA,3,0,1,1
916,07/22/2016,jul_aug,2, 16:39:46,after,1,satellite,PA,female,sat1,adult,2,2,FY,5,0,1,1
1231,07/23/2016,jul_aug,2, 09:06:24,none,2,satellite,ME,female,sat2,subadult,2,2,PE,11,0,0,1
1231,07/23/2016,jul_aug,2, 09:16:24,none,2,satellite,PE,female,sat2,subadult,1,1,ME,0,1,1,1
1231,07/23/2016,jul_aug,2, 09:26:24,none,2,center,MA,female,sat2,subadult,2,1,PE,6,0,0,1
1231,07/23/2016,jul_aug,2, 09:36:24,none,2,center,DU,female,sat2,subadult,1,1,CL,1,1,1,1
1231,07/23/2016,jul_aug,2, 09:56:24,none,1,center,ME,female,sat2,subadult,1,1,PE,0,1,2,1
1231,07/23/2016,jul_aug,2, 10:06:24,before,1,center,PE,female,sat2,subadult,3,2,MA,5,0,1,1
1231,07/23/2016,jul_aug,2, 10:16:24,before,1,center,MA,female,sat2,subadult,2,1,ME,6,0,0,1
1231,07/23/2016,jul_aug,2, 10:26:24,before,1,center,DU,female,sat2,subadult,1,1,CL,4,0,1,1
1231,07/23/2016,jul_aug,2, 10:46:24,after,1,center,ME,female,sat2,subadult,1,1,PE,8,0,0,1
916,07/23/2016,jul_aug,2, 13:45:07,none,1,satellite,FY,female,sat1,adult,1,1,PA,6,0,0,1
916,07/23/2016,jul_aug,2, 13:55:07,none,1,satellite,PA,female,sat1,adult,2,2,FY,7,0,0,1
916,07/23/2016,jul_aug,2, 14:15:07,before,1,satellite,FY,female,sat1,adult,1,1,PA,11,0,0,1
916,07/23/2016,jul_aug,2, 14:25:07,before,1,satellite,PA,female,sat1,adult,2,2,FY,7,0,0,1
916,07/23/2016,jul_aug,2, 14:45:07,after,1,satellite,FY,female,sat1,adult,1,1,PA,12,0,0,1
916,07/23/2016,jul_aug,2, 14:55:07,after,1,satellite,PA,female,sat1,adult,2,2,FY,7,0,0,1
1231,07/23/2016,jul_aug,2, 14:58:11,after,1,satellite,TR,female,sat3,adult,2,2,PP,2,0,1,1
916,07/23/2016,jul_aug,2, 15:15:07,none,1,satellite,FY,female,sat1,adult,2,2,PA,7,0,0,1
1231,07/23/2016,jul_aug,2, 15:18:11,none,1,satellite,RK,female,sat3,adult,1,1,PO,4,0,1,1
916,07/23/2016,jul_aug,2, 15:25:07,none,1,satellite,PA,female,sat1,adult,2,2,FY,7,0,0,1
1231,07/23/2016,jul_aug,2, 15:28:11,none,1,satellite,PP,female,sat3,adult,2,2,TR,5,0,1,1
1231,07/23/2016,jul_aug,2, 15:38:11,none,1,satellite,TR,female,sat3,adult,2,2,RK,6,0,0,1
1231,07/23/2016,jul_aug,2, 15:58:11,none,1,satellite,RK,female,sat3,adult,1,1,TR,1,1,2,1
1231,07/23/2016,jul_aug,2, 16:08:11,before,1,satellite,PP,female,sat3,adult,2,2,TR,6,0,0,1
1231,07/23/2016,jul_aug,2, 16:18:11,before,1,satellite,TR,female,sat3,adult,0,0,RK,1,1,2,1
1231,07/23/2016,jul_aug,2, 16:38:11,after,1,satellite,PP,female,sat3,adult,1,1,TR,12,0,0,1
1231,07/24/2016,jul_aug,2, 06:05:55,none,1,satellite,PP,female,sat3,adult,2,2,RK,5,0,1,1
1231,07/24/2016,jul_aug,2, 06:25:55,none,1,satellite,TR,female,sat3,adult,2,2,RK,4,0,1,1
1231,07/24/2016,jul_aug,2, 06:35:55,before,1,satellite,RK,female,sat3,adult,2,2,PP,4,0,2,1
1231,07/24/2016,jul_aug,2, 06:45:55,before,1,satellite,PP,female,sat3,adult,1,1,PO,11,0,0,1
1231,07/24/2016,jul_aug,2, 07:05:55,after,1,satellite,TR,female,sat3,adult,2,2,RK,8,0,0,1
1231,07/24/2016,jul_aug,2, 07:15:55,after,2,center,RK,female,sat3,adult,2,1,PO,5,0,1,1
1231,07/24/2016,jul_aug,2, 07:25:55,after,1,center,PP,female,sat3,adult,2,1,multiple,8,0,0,1
1231,07/24/2016,jul_aug,2, 07:45:55,none,1,center,TR,female,sat3,adult,2,1,RK,4,0,1,1
1231,07/24/2016,jul_aug,2, 07:55:55,none,1,center,RK,female,sat3,adult,1,1,TR,5,0,1,1
916,07/24/2016,jul_aug,2, 09:15:38,none,1,satellite,FY,female,sat1,adult,1,1,PA,4,0,1,1
916,07/24/2016,jul_aug,2, 09:25:38,none,1,satellite,PA,female,sat1,adult,2,2,FY,7,0,0,1
916,07/24/2016,jul_aug,2, 09:45:38,none,1,satellite,FY,female,sat1,adult,1,1,PA,7,0,0,1
916,07/24/2016,jul_aug,2, 09:55:38,none,1,satellite,PA,female,sat1,adult,2,2,FY,5,0,1,1
916,07/24/2016,jul_aug,2, 10:15:38,before,1,satellite,FY,female,sat1,adult,2,2,PA,8,0,0,1
916,07/24/2016,jul_aug,2, 10:25:38,before,1,satellite,PA,female,sat1,adult,1,1,FY,12,0,0,1
916,07/24/2016,jul_aug,2, 10:45:38,after,1,satellite,FY,female,sat1,adult,1,1,PA,6,0,0,1
916,07/24/2016,jul_aug,2, 10:55:38,after,1,satellite,PA,female,sat1,adult,2,2,FY,6,0,0,1
1231,07/24/2016,jul_aug,2, 14:03:06,before,1,satellite,DU,female,sat2,subadult,1,1,ME,3,0,1,1
1231,07/24/2016,jul_aug,2, 14:13:06,before,1,satellite,MA,female,sat2,subadult,1,1,DU,2,0,3,1
1231,07/24/2016,jul_aug,2, 14:23:06,before,1,satellite,ME,female,sat2,subadult,1,1,MA,5,0,1,1
1231,07/24/2016,jul_aug,2, 14:43:06,after,1,satellite,PE,female,sat2,subadult,2,2,CL,3,0,1,1
1231,07/24/2016,jul_aug,2, 14:53:06,after,1,satellite,DU,female,sat2,subadult,1,1,multiple,5,0,3,1
1231,07/24/2016,jul_aug,2, 15:03:06,none,1,satellite,MA,female,sat2,subadult,0,0,DU,4,0,1,1
1231,07/24/2016,jul_aug,2, 15:13:06,none,1,satellite,ME,female,sat2,subadult,2,2,multiple,5,0,2,1
1231,07/24/2016,jul_aug,2, 15:33:06,none,1,satellite,PE,female,sat2,subadult,2,2,DU,5,0,1,1
1231,07/24/2016,jul_aug,2, 15:43:06,none,1,satellite,DU,female,sat2,subadult,2,2,multiple,5,0,2,1
1231,07/24/2016,jul_aug,2, 15:53:06,none,1,satellite,MA,female,sat2,subadult,0,0,ME,7,0,0,1
916,07/25/2016,jul_aug,2, 06:08:18,none,1,satellite,FY,female,sat1,adult,1,1,PA,6,0,0,1
916,07/25/2016,jul_aug,2, 06:18:18,none,1,satellite,PA,female,sat1,adult,2,2,FY,7,0,0,1
916,07/25/2016,jul_aug,2, 06:38:18,before,1,satellite,FY,female,sat1,adult,2,2,PA,6,0,0,1
916,07/25/2016,jul_aug,2, 06:48:18,before,1,satellite,PA,female,sat1,adult,2,2,FY,6,0,0,1
916,07/25/2016,jul_aug,2, 07:08:18,after,1,satellite,FY,female,sat1,adult,1,1,PA,7,0,0,1
916,07/25/2016,jul_aug,2, 07:18:18,after,1,satellite,PA,female,sat1,adult,2,2,FY,5,0,1,1
916,07/25/2016,jul_aug,2, 07:38:18,none,1,satellite,FY,female,sat1,adult,1,1,PA,7,0,0,1
916,07/25/2016,jul_aug,2, 07:48:18,none,1,satellite,PA,female,sat1,adult,2,2,FY,4,0,1,1
1231,07/25/2016,jul_aug,2, 09:27:21,none,1,center,PP,female,sat3,adult,2,1,PO,8,0,0,1
1231,07/25/2016,jul_aug,2, 09:37:21,none,1,center,RK,female,sat3,adult,2,1,PP,8,0,0,1
1231,07/25/2016,jul_aug,2, 09:47:21,none,1,center,TR,female,sat3,adult,1,1,RK,4,0,1,1
1231,07/25/2016,jul_aug,2, 10:07:21,before,1,center,PP,female,sat3,adult,2,1,multiple,8,0,0,1
1231,07/25/2016,jul_aug,2, 10:17:21,before,1,center,RK,female,sat3,adult,1,1,TR,5,0,1,1
1231,07/25/2016,jul_aug,2, 10:27:21,before,1,center,TR,female,sat3,adult,2,1,RK,8,0,0,1
1231,07/25/2016,jul_aug,2, 10:47:21,after,1,center,PP,female,sat3,adult,1,1,PO,8,0,0,1
1231,07/25/2016,jul_aug,2, 10:57:21,after,1,satellite,RK,female,sat3,adult,2,2,TR,4,0,1,1
1231,07/25/2016,jul_aug,2, 11:07:21,none,1,center,TR,female,sat3,adult,1,1,PP,7,0,0,1
1231,07/25/2016,jul_aug,2, 14:05:17,before,1,satellite,PE,female,sat2,subadult,1,1,CL,5,0,1,1
1231,07/25/2016,jul_aug,2, 14:15:17,before,1,satellite,MA,female,sat2,subadult,0,0,multiple,6,0,0,1
1231,07/25/2016,jul_aug,2, 14:25:17,before,1,satellite,DU,female,sat2,subadult,1,1,multiple,5,0,2,1
1231,07/25/2016,jul_aug,2, 14:35:17,after,1,satellite,ME,female,sat2,subadult,2,2,CL,4,0,2,1
1231,07/25/2016,jul_aug,2, 14:55:17,after,1,satellite,PE,female,sat2,subadult,2,2,multiple,2,0,2,1
1231,07/25/2016,jul_aug,2, 15:05:17,none,1,satellite,MA,female,sat2,subadult,1,1,PE,2,0,2,1
1231,07/25/2016,jul_aug,2, 15:15:17,none,1,satellite,DU,female,sat2,subadult,1,1,PE,3,0,1,1
1231,07/25/2016,jul_aug,2, 15:25:17,none,1,satellite,ME,female,sat2,subadult,2,2,MA,5,0,1,1
1231,07/25/2016,jul_aug,2, 15:45:17,none,1,satellite,PE,female,sat2,subadult,2,2,CL,5,0,1,1
916,07/26/2016,jul_aug,2, 06:18:41,none,1,satellite,DU,female,sat2,subadult,1,1,PE,4,0,2,1
916,07/26/2016,jul_aug,2, 06:28:41,none,1,satellite,MA,female,sat2,subadult,2,2,multiple,7,0,0,1
916,07/26/2016,jul_aug,2, 06:38:41,before,1,satellite,ME,female,sat2,subadult,2,2,DU,4,0,2,1
916,07/26/2016,jul_aug,2, 06:48:41,before,1,satellite,PE,female,sat2,subadult,2,2,multiple,2,0,3,1
916,07/26/2016,jul_aug,2, 07:08:41,after,1,satellite,DU,female,sat2,subadult,1,1,MA,1,1,3,1
916,07/26/2016,jul_aug,2, 07:18:41,after,1,satellite,MA,female,sat2,subadult,1,1,CL,3,0,2,1
916,07/26/2016,jul_aug,2, 07:28:41,after,1,satellite,ME,female,sat2,subadult,2,2,multiple,5,0,2,1
916,07/26/2016,jul_aug,2, 13:56:53,none,1,satellite,RK,female,sat3,adult,2,2,TR,5,0,1,1
916,07/26/2016,jul_aug,2, 14:06:53,before,1,satellite,TR,female,sat3,adult,1,1,PO,4,0,2,1
916,07/26/2016,jul_aug,2, 14:26:53,before,1,satellite,PP,female,sat3,adult,1,1,multiple,7,0,0,1
916,07/26/2016,jul_aug,2, 14:36:53,after,1,satellite,RK,female,sat3,adult,2,2,PP,10,0,0,1
916,07/26/2016,jul_aug,2, 14:46:53,after,1,satellite,TR,female,sat3,adult,2,2,PP,6,0,0,1
1231,07/26/2016,jul_aug,2, 14:59:15,after,1,center,PA,female,sat1,adult,2,1,FY,8,0,0,1
916,07/26/2016,jul_aug,2, 15:06:53,none,1,satellite,PP,female,sat3,adult,2,2,RK,4,0,2,1
1231,07/26/2016,jul_aug,2, 15:09:15,none,1,center,FY,female,sat1,adult,2,1,PA,8,0,0,1
916,07/26/2016,jul_aug,2, 15:16:53,none,1,satellite,RK,female,sat3,adult,2,2,multiple,7,0,0,1
916,07/26/2016,jul_aug,2, 15:26:53,none,1,satellite,TR,female,sat3,adult,2,2,RK,5,0,1,1
1231,07/26/2016,jul_aug,2, 15:29:15,none,1,center,PA,female,sat1,adult,1,1,FY,3,0,1,1
1231,07/26/2016,jul_aug,2, 15:39:15,none,1,center,FY,female,sat1,adult,0,0,PA,8,0,0,1
1231,07/26/2016,jul_aug,2, 15:59:15,none,1,center,PA,female,sat1,adult,1,1,FY,14,0,0,1
1231,07/26/2016,jul_aug,2, 16:09:15,before,1,center,FY,female,sat1,adult,1,1,PA,8,0,0,1
1231,07/26/2016,jul_aug,2, 16:29:15,before,1,center,PA,female,sat1,adult,2,1,FY,10,0,0,1
1231,07/26/2016,jul_aug,2, 16:39:15,after,1,satellite,FY,female,sat1,adult,1,1,PA,8,0,0,1
916,07/27/2016,jul_aug,2, 08:54:43,none,2,satellite,DU,female,sat2,subadult,1,1,ME,7,0,0,1
916,07/27/2016,jul_aug,2, 09:04:43,none,2,center,MA,female,sat2,subadult,1,1,multiple,8,0,0,1
916,07/27/2016,jul_aug,2, 09:14:43,none,2,satellite,ME,female,sat2,subadult,2,2,DU,1,1,1,1
916,07/27/2016,jul_aug,2, 09:24:43,none,2,center,PE,female,sat2,subadult,2,1,none,,0,0,1
916,07/27/2016,jul_aug,2, 09:44:43,none,2,satellite,DU,female,sat2,subadult,1,1,ME,5,0,1,1
916,07/27/2016,jul_aug,2, 09:54:43,none,2,center,MA,female,sat2,subadult,1,1,PE,9,0,0,1
916,07/27/2016,jul_aug,2, 10:04:43,before,2,satellite,ME,female,sat2,subadult,2,2,DU,8,0,0,1
916,07/27/2016,jul_aug,2, 10:14:43,before,2,center,PE,female,sat2,subadult,2,1,MA,8,0,0,1
916,07/27/2016,jul_aug,2, 10:34:43,after,2,satellite,DU,female,sat2,subadult,1,1,CL,2,0,1,1
1231,07/27/2016,jul_aug,2, 14:09:03,before,1,satellite,PA,female,sat1,adult,2,2,FY,6,0,0,1
1231,07/27/2016,jul_aug,2, 14:19:03,before,1,satellite,FY,female,sat1,adult,2,2,PA,5,0,1,1
1231,07/27/2016,jul_aug,2, 14:49:03,after,1,satellite,PA,female,sat1,adult,2,2,FY,5,0,1,1
1231,07/27/2016,jul_aug,2, 14:59:03,after,1,satellite,FY,female,sat1,adult,1,1,PA,7,0,0,1
1231,07/27/2016,jul_aug,2, 15:19:03,none,1,satellite,PA,female,sat1,adult,2,2,FY,2,0,1,1
916,07/27/2016,jul_aug,2, 15:22:01,none,1,satellite,PP,female,sat3,adult,2,2,PO,3,0,2,1
1231,07/27/2016,jul_aug,2, 15:29:03,none,1,satellite,FY,female,sat1,adult,1,1,PA,11,0,0,1
916,07/27/2016,jul_aug,2, 15:32:01,none,1,satellite,RK,female,sat3,adult,2,2,PP,3,0,2,1
916,07/27/2016,jul_aug,2, 15:42:01,none,1,satellite,TR,female,sat3,adult,2,2,multiple,6,0,0,1
1231,07/27/2016,jul_aug,2, 15:49:03,none,1,satellite,PA,female,sat1,adult,1,1,FY,3,0,1,1
1231,07/27/2016,jul_aug,2, 15:59:03,none,1,satellite,FY,female,sat1,adult,2,2,PA,6,0,0,1
916,07/27/2016,jul_aug,2, 16:02:01,before,1,satellite,PP,female,sat3,adult,2,2,TR,4,0,2,1
916,07/27/2016,jul_aug,2, 16:12:01,before,1,satellite,RK,female,sat3,adult,2,2,TR,3,0,2,1
916,07/27/2016,jul_aug,2, 16:22:01,before,1,satellite,TR,female,sat3,adult,2,2,RK,0,2,2,1
916,07/27/2016,jul_aug,2, 16:42:01,after,1,satellite,PP,female,sat3,adult,1,1,PO,3,0,1,1
916,07/27/2016,jul_aug,2, 16:52:01,after,1,satellite,RK,female,sat3,adult,2,2,PP,4,0,1,1
916,07/27/2016,jul_aug,2, 17:02:01,none,1,satellite,TR,female,sat3,adult,1,1,RK,5,0,1,1
916,07/28/2016,jul_aug,2, 06:11:02,none,1,satellite,PP,female,sat3,adult,1,1,TR,5,0,1,1
916,07/28/2016,jul_aug,2, 06:21:02,none,1,satellite,RK,female,sat3,adult,2,2,PP,5,0,1,1
916,07/28/2016,jul_aug,2, 06:31:02,before,1,satellite,TR,female,sat3,adult,2,2,RK,3,0,2,1
916,07/28/2016,jul_aug,2, 06:51:02,before,1,satellite,PP,female,sat3,adult,2,2,RK,4,0,1,1
916,07/28/2016,jul_aug,2, 07:01:02,after,1,satellite,RK,female,sat3,adult,2,2,PP,4,0,2,1
916,07/28/2016,jul_aug,2, 07:11:02,after,1,satellite,TR,female,sat3,adult,2,2,RK,4,0,1,1
916,07/28/2016,jul_aug,2, 07:31:02,none,1,satellite,PP,female,sat3,adult,2,2,TR,7,0,0,1
916,07/28/2016,jul_aug,2, 07:41:02,none,2,center,RK,female,sat3,adult,1,1,TR,6,0,0,1
916,07/28/2016,jul_aug,2, 07:51:02,none,2,center,TR,female,sat3,adult,1,1,multiple,7,0,0,1
1231,07/28/2016,jul_aug,2, 08:52:17,none,1,satellite,PA,female,sat1,adult,2,2,FY,7,0,0,1
1231,07/28/2016,jul_aug,2, 09:02:17,none,1,satellite,FY,female,sat1,adult,1,1,PA,6,0,0,1
1231,07/28/2016,jul_aug,2, 09:22:17,none,1,satellite,PA,female,sat1,adult,2,2,FY,4,0,1,1
1231,07/28/2016,jul_aug,2, 09:32:17,none,1,satellite,FY,female,sat1,adult,2,2,PA,7,0,0,1
1231,07/28/2016,jul_aug,2, 09:52:17,none,1,satellite,PA,female,sat1,adult,2,2,FY,6,0,0,1
1231,07/28/2016,jul_aug,2, 10:02:17,before,1,satellite,FY,female,sat1,adult,2,2,PA,4,0,1,1
1231,07/28/2016,jul_aug,2, 10:22:17,before,1,satellite,PA,female,sat1,adult,2,2,FY,6,0,0,1
1231,07/28/2016,jul_aug,2, 10:32:17,after,1,satellite,FY,female,sat1,adult,2,2,PA,7,0,0,1
916,07/28/2016,jul_aug,2, 14:08:42,before,1,satellite,DU,female,sat2,subadult,0,0,ME,2,0,1,1
916,07/28/2016,jul_aug,2, 14:18:42,before,1,satellite,MA,female,sat2,subadult,1,1,multiple,5,0,2,1
916,07/28/2016,jul_aug,2, 14:28:42,before,1,satellite,ME,female,sat2,subadult,1,1,PE,0,3,3,1
916,07/28/2016,jul_aug,2, 14:38:42,after,1,satellite,PE,female,sat2,subadult,2,2,CL,0,1,1,1
1231,07/29/2016,jul_aug,2, 06:09:40,none,1,satellite,PA,female,sat1,adult,2,2,FY,7,0,0,1
1231,07/29/2016,jul_aug,2, 06:19:40,none,1,satellite,FY,female,sat1,adult,2,2,PA,6,0,0,1
1231,07/29/2016,jul_aug,2, 06:39:40,before,1,satellite,PA,female,sat1,adult,2,2,FY,5,0,1,1
1231,07/29/2016,jul_aug,2, 06:49:40,before,1,satellite,FY,female,sat1,adult,2,2,PA,4,0,1,1
1231,07/29/2016,jul_aug,2, 07:09:40,after,1,satellite,PA,female,sat1,adult,2,2,FY,6,0,0,1
1231,07/29/2016,jul_aug,2, 07:19:40,after,1,satellite,FY,female,sat1,adult,1,1,PA,4,0,1,1
1231,07/29/2016,jul_aug,2, 07:39:40,none,2,center,PA,female,sat1,adult,2,1,FY,6,0,0,1
1231,07/29/2016,jul_aug,2, 07:49:40,none,2,center,FY,female,sat1,adult,2,1,PA,5,0,1,1
916,07/29/2016,jul_aug,2, 08:59:52,none,1,satellite,TR,female,sat3,adult,2,2,PP,8,0,0,1
916,07/29/2016,jul_aug,2, 09:19:52,none,1,satellite,PP,female,sat3,adult,2,2,RK,6,0,0,1
916,07/29/2016,jul_aug,2, 09:29:52,none,1,satellite,RK,female,sat3,adult,2,2,PP,3,0,1,1
916,07/29/2016,jul_aug,2, 09:39:52,none,1,satellite,TR,female,sat3,adult,2,2,PP,7,0,0,1
916,07/29/2016,jul_aug,2, 09:59:52,none,1,satellite,PP,female,sat3,adult,2,2,RK,2,0,1,1
916,07/29/2016,jul_aug,2, 10:09:52,before,1,satellite,RK,female,sat3,adult,2,2,multiple,3,0,2,1
916,07/29/2016,jul_aug,2, 10:19:52,before,1,satellite,TR,female,sat3,adult,2,2,PP,6,0,0,1
916,07/29/2016,jul_aug,2, 10:39:52,after,1,satellite,PP,female,sat3,adult,2,2,TR,4,0,2,1
916,07/29/2016,jul_aug,2, 10:49:52,after,1,satellite,RK,female,sat3,adult,2,2,PP,7,0,0,1
916,07/29/2016,jul_aug,2, 13:33:29,none,1,satellite,DU,female,sat2,subadult,2,2,MA,1,1,3,1
916,07/29/2016,jul_aug,2, 13:43:29,none,1,satellite,MA,female,sat2,subadult,0,0,ME,5,0,1,1
916,07/29/2016,jul_aug,2, 13:53:29,none,1,satellite,ME,female,sat2,subadult,2,2,MA,2,0,2,1
916,07/29/2016,jul_aug,2, 14:03:29,before,1,satellite,PE,female,sat2,subadult,2,2,MA,7,0,0,1
916,07/29/2016,jul_aug,2, 14:23:29,before,1,satellite,DU,female,sat2,subadult,2,2,MA,2,0,1,1
916,07/29/2016,jul_aug,2, 14:33:29,after,1,satellite,MA,female,sat2,subadult,1,1,multiple,7,0,0,1
916,07/29/2016,jul_aug,2, 14:43:29,after,1,satellite,ME,female,sat2,subadult,0,0,PE,3,0,1,1
916,07/29/2016,jul_aug,2, 14:53:29,after,1,satellite,PE,female,sat2,subadult,2,2,DU,3,0,3,1
916,07/29/2016,jul_aug,2, 15:13:29,none,1,satellite,DU,female,sat2,subadult,2,2,MA,6,0,0,1
916,07/29/2016,jul_aug,2, 15:23:29,none,1,satellite,MA,female,sat2,subadult,2,2,ME,3,0,1,1
1231,08/05/2016,jul_aug,2, 06:07:29,none,1,satellite,DU,female,sat2,subadult,1,1,ME,2,0,2,1
1231,08/05/2016,jul_aug,2, 06:17:29,none,1,satellite,MA,female,sat2,subadult,2,2,multiple,2,0,3,1
1231,08/05/2016,jul_aug,2, 06:27:29,none,1,satellite,ME,female,sat2,subadult,1,1,DU,3,0,1,1
1231,08/05/2016,jul_aug,2, 06:37:29,before,1,satellite,PE,female,sat2,subadult,1,1,ME,3,0,1,1
1231,08/05/2016,jul_aug,2, 06:57:29,before,1,satellite,DU,female,sat2,subadult,1,1,MA,3,0,1,1
1231,08/05/2016,jul_aug,2, 07:07:29,after,1,satellite,MA,female,sat2,subadult,1,1,ME,4,0,1,1
1231,08/05/2016,jul_aug,2, 07:17:29,after,1,satellite,ME,female,sat2,subadult,2,2,CL,6,0,0,1
1231,08/05/2016,jul_aug,2, 07:27:29,after,1,satellite,PE,female,sat2,subadult,2,2,ME,1,1,2,1
1231,08/05/2016,jul_aug,2, 07:47:29,none,1,satellite,DU,female,sat2,subadult,2,2,ME,3,0,1,1
1231,08/05/2016,jul_aug,2, 07:57:29,none,1,satellite,MA,female,sat2,subadult,2,2,PE,4,0,2,1
1231,08/05/2016,jul_aug,2, 13:43:12,none,2,center,PP,female,sat3,adult,2,1,TR,3,0,1,1
