observer_id,date,period,month,time,time_meal,n_encl,location_focal,focal_id,focal_sex,focal_group,focal_age,height_index,height_scaled,nearest_id,nearest_m,n_prox_1m,n_prox_5m,scans
1231,08/05/2016,jul_aug,2, 14:03:12,before,2,center,TR,female,sat3,adult,2,1,PO,5,0,1,1
1231,08/05/2016,jul_aug,2, 14:13:12,before,2,center,RK,female,sat3,adult,2,1,PO,6,0,0,1
1231,08/05/2016,jul_aug,2, 14:23:12,before,2,center,PP,female,sat3,adult,1,1,TR,13,0,0,1
1231,08/05/2016,jul_aug,2, 14:43:12,after,2,center,TR,female,sat3,adult,4,2,PO,13,0,0,1
1231,08/05/2016,jul_aug,2, 14:53:12,after,2,satellite,RK,female,sat3,adult,1,1,none,,0,0,1
1231,08/05/2016,jul_aug,2, 15:03:12,none,2,center,PP,female,sat3,adult,2,1,TR,8,0,0,1
916,08/05/2016,jul_aug,2, 15:06:08,none,1,satellite,FY,female,sat1,adult,1,1,PA,13,0,0,1
916,08/05/2016,jul_aug,2, 15:16:08,none,1,satellite,PA,female,sat1,adult,2,2,FY,13,0,0,1
1231,08/05/2016,jul_aug,2, 15:23:12,none,2,center,TR,female,sat3,adult,1,1,PP,13,0,0,1
1231,08/05/2016,jul_aug,2, 15:33:12,none,2,satellite,RK,female,sat3,adult,2,2,PO,13,0,0,1
916,08/05/2016,jul_aug,2, 15:36:08,none,1,satellite,FY,female,sat1,adult,1,1,PA,3,0,1,1
916,08/05/2016,jul_aug,2, 15:46:08,none,1,satellite,PA,female,sat1,adult,2,2,FY,10,0,0,1
916,08/05/2016,jul_aug,2, 16:16:08,before,1,satellite,FY,female,sat1,adult,1,1,PA,8,0,0,1
916,08/05/2016,jul_aug,2, 16:26:08,before,1,satellite,PA,female,sat1,adult,1,1,FY,7,0,0,1
916,08/05/2016,jul_aug,2, 16:46:08,after,1,satellite,FY,female,sat1,adult,1,1,PA,8,0,0,1
916,08/05/2016,jul_aug,2, 16:56:08,after,1,satellite,PA,female,sat1,adult,2,2,FY,5,0,1,1
1231,08/06/2016,jul_aug,2, 08:31:00,none,1,satellite,ME,female,sat2,subadult,2,2,DU,5,0,1,1
1231,08/06/2016,jul_aug,2, 08:41:00,none,1,satellite,MA,female,sat2,subadult,1,1,ME,3,0,2,1
1231,08/06/2016,jul_aug,2, 09:01:00,none,1,satellite,DU,female,sat2,subadult,2,2,PE,3,0,2,1
1231,08/06/2016,jul_aug,2, 09:11:00,none,1,satellite,PE,female,sat2,subadult,2,2,DU,5,0,1,1
1231,08/06/2016,jul_aug,2, 09:21:00,none,1,satellite,ME,female,sat2,subadult,2,2,CL,5,0,1,1
1231,08/06/2016,jul_aug,2, 09:31:00,none,1,satellite,MA,female,sat2,subadult,2,2,ME,0,2,3,1
1231,08/06/2016,jul_aug,2, 09:51:00,none,1,satellite,DU,female,sat2,subadult,1,1,multiple,8,0,0,1
1231,08/06/2016,jul_aug,2, 10:01:00,before,1,satellite,PE,female,sat2,subadult,2,2,MA,5,0,1,1
1231,08/06/2016,jul_aug,2, 10:11:00,before,1,satellite,ME,female,sat2,subadult,2,2,CL,5,0,1,1
1231,08/06/2016,jul_aug,2, 10:21:00,before,1,satellite,MA,female,sat2,subadult,1,1,CL,5,0,1,1
916,08/06/2016,jul_aug,2, 14:00:28,before,2,center,FY,female,sat1,adult,2,1,PA,9,0,0,1
916,08/06/2016,jul_aug,2, 14:10:28,before,2,center,PA,female,sat1,adult,1,1,FY,9,0,0,1
1231,08/06/2016,jul_aug,2, 14:15:46,before,1,satellite,PP,female,sat3,adult,2,2,RK,5,0,1,1
1231,08/06/2016,jul_aug,2, 14:25:46,before,1,satellite,RK,female,sat3,adult,1,1,PP,6,0,0,1
916,08/06/2016,jul_aug,2, 14:30:28,after,2,center,FY,female,sat1,adult,1,1,PA,10,0,0,1
1231,08/06/2016,jul_aug,2, 14:35:46,after,1,satellite,TR,female,sat3,adult,2,2,PP,7,0,0,1
916,08/06/2016,jul_aug,2, 14:40:28,after,1,center,PA,female,sat1,adult,1,1,FY,10,0,0,1
1231,08/06/2016,jul_aug,2, 14:55:46,after,1,satellite,PP,female,sat3,adult,2,2,TR,3,0,2,1
916,08/06/2016,jul_aug,2, 15:00:28,none,1,center,FY,female,sat1,adult,2,1,PA,8,0,0,1
1231,08/06/2016,jul_aug,2, 15:05:46,none,1,satellite,RK,female,sat3,adult,2,2,PP,3,0,2,1
916,08/06/2016,jul_aug,2, 15:10:28,none,1,center,PA,female,sat1,adult,1,1,FY,11,0,0,1
1231,08/06/2016,jul_aug,2, 15:15:46,none,1,satellite,TR,female,sat3,adult,2,2,PP,3,0,2,1
916,08/06/2016,jul_aug,2, 15:30:28,none,1,center,FY,female,sat1,adult,3,2,PA,8,0,0,1
1231,08/06/2016,jul_aug,2, 15:35:46,none,1,satellite,PP,female,sat3,adult,2,2,multiple,5,0,2,1
916,08/06/2016,jul_aug,2, 15:40:28,none,1,center,PA,female,sat1,adult,2,1,FY,11,0,0,1
1231,08/06/2016,jul_aug,2, 15:45:46,none,1,satellite,RK,female,sat3,adult,2,2,PO,4,0,1,1
1231,08/06/2016,jul_aug,2, 15:55:46,none,1,satellite,TR,female,sat3,adult,1,1,PO,8,0,0,1
1231,08/07/2016,jul_aug,2, 05:56:49,none,1,satellite,TR,female,sat3,adult,2,2,PP,4,0,2,1
1231,08/07/2016,jul_aug,2, 06:06:49,none,1,satellite,RK,female,sat3,adult,2,2,TR,7,0,0,1
1231,08/07/2016,jul_aug,2, 06:16:49,none,1,satellite,PP,female,sat3,adult,2,2,TR,0,1,2,1
1231,08/07/2016,jul_aug,2, 06:36:49,before,1,satellite,TR,female,sat3,adult,2,2,PP,1,1,2,1
1231,08/07/2016,jul_aug,2, 06:46:49,before,1,satellite,RK,female,sat3,adult,2,2,multiple,2,0,2,1
1231,08/07/2016,jul_aug,2, 06:56:49,before,1,satellite,PP,female,sat3,adult,2,2,RK,2,0,2,1
1231,08/07/2016,jul_aug,2, 07:16:49,after,1,satellite,TR,female,sat3,adult,1,1,PP,2,0,2,1
1231,08/07/2016,jul_aug,2, 07:26:49,after,1,satellite,RK,female,sat3,adult,2,2,PO,2,0,2,1
1231,08/07/2016,jul_aug,2, 07:36:49,none,1,satellite,PP,female,sat3,adult,2,2,TR,4,0,1,1
916,08/07/2016,jul_aug,2, 09:17:04,none,2,center,FY,female,sat1,adult,2,1,PA,6,0,0,1
916,08/07/2016,jul_aug,2, 09:27:04,none,2,center,PA,female,sat1,adult,1,1,FY,9,0,0,1
916,08/07/2016,jul_aug,2, 09:47:04,none,2,center,FY,female,sat1,adult,2,1,PA,7,0,0,1
916,08/07/2016,jul_aug,2, 09:57:04,none,2,center,PA,female,sat1,adult,2,1,FY,7,0,0,1
916,08/07/2016,jul_aug,2, 10:17:04,before,2,center,FY,female,sat1,adult,2,1,none,,0,0,1
916,08/07/2016,jul_aug,2, 10:27:04,before,2,center,PA,female,sat1,adult,2,1,FY,4,0,1,1
916,08/07/2016,jul_aug,2, 10:47:04,after,1,satellite,FY,female,sat1,adult,1,1,PA,8,0,0,1
916,08/07/2016,jul_aug,2, 10:57:04,after,1,satellite,PA,female,sat1,adult,2,2,FY,5,0,1,1
1231,08/07/2016,jul_aug,2, 14:04:57,before,2,center,MA,female,sat2,subadult,3,2,PE,6,0,0,1
1231,08/07/2016,jul_aug,2, 14:14:57,before,2,center,DU,female,sat2,subadult,2,1,PE,7,0,0,1
1231,08/07/2016,jul_aug,2, 14:24:57,before,2,center,PE,female,sat2,subadult,3,2,CL,15,0,0,1
1231,08/07/2016,jul_aug,2, 14:44:57,after,2,satellite,ME,female,sat2,subadult,1,1,CL,7,0,0,1
1231,08/07/2016,jul_aug,2, 14:54:57,after,2,center,MA,female,sat2,subadult,1,1,CL,10,0,0,1
1231,08/07/2016,jul_aug,2, 15:04:57,none,2,satellite,DU,female,sat2,subadult,1,1,none,,0,0,1
1231,08/07/2016,jul_aug,2, 15:14:57,none,2,satellite,PE,female,sat2,subadult,0,0,multiple,0,3,3,1
1231,08/07/2016,jul_aug,2, 15:34:57,none,2,satellite,ME,female,sat2,subadult,2,2,PE,3,0,1,1
1231,08/07/2016,jul_aug,2, 15:44:57,none,2,center,MA,female,sat2,subadult,2,1,PE,4,0,1,1
1231,08/07/2016,jul_aug,2, 15:54:57,none,2,center,DU,female,sat2,subadult,1,1,MA,1,1,2,1
916,08/08/2016,jul_aug,2, 07:42:55,none,1,satellite,FY,female,sat1,adult,2,2,PA,5,0,1,1
916,08/08/2016,jul_aug,2, 07:52:55,none,1,satellite,PA,female,sat1,adult,2,2,FY,5,0,1,1
916,08/08/2016,jul_aug,2, 08:12:55,none,1,satellite,FY,female,sat1,adult,1,1,PA,12,0,0,1
916,08/08/2016,jul_aug,2, 08:22:55,none,1,satellite,PA,female,sat1,adult,2,2,FY,6,0,0,1
916,08/08/2016,jul_aug,2, 08:42:55,none,1,satellite,FY,female,sat1,adult,1,1,PA,8,0,0,1
916,08/08/2016,jul_aug,2, 08:52:55,none,1,satellite,PA,female,sat1,adult,2,2,FY,3,0,1,1
916,08/08/2016,jul_aug,2, 09:12:55,none,1,satellite,FY,female,sat1,adult,1,1,PA,7,0,0,1
1231,08/08/2016,jul_aug,2, 09:17:05,none,1,satellite,TR,female,sat3,adult,2,2,multiple,2,0,2,1
1231,08/08/2016,jul_aug,2, 09:27:05,none,1,satellite,RK,female,sat3,adult,2,2,TR,3,0,1,1
1231,08/08/2016,jul_aug,2, 09:47:05,none,1,satellite,PP,female,sat3,adult,2,2,TR,3,0,2,1
1231,08/08/2016,jul_aug,2, 09:57:05,none,1,satellite,TR,female,sat3,adult,2,2,PP,6,0,0,1
1231,08/08/2016,jul_aug,2, 10:07:05,before,1,satellite,RK,female,sat3,adult,2,2,PP,5,0,1,1
1231,08/08/2016,jul_aug,2, 10:27:05,before,1,satellite,PP,female,sat3,adult,1,1,PO,6,0,0,1
1231,08/08/2016,jul_aug,2, 10:37:05,after,1,satellite,TR,female,sat3,adult,2,2,multiple,13,0,0,1
1231,08/08/2016,jul_aug,2, 10:47:05,after,1,satellite,RK,female,sat3,adult,2,2,multiple,5,0,2,1
1231,08/08/2016,jul_aug,2, 11:07:05,none,1,satellite,PP,female,sat3,adult,2,2,PO,7,0,0,1
1231,08/08/2016,jul_aug,2, 14:49:47,after,2,satellite,ME,female,sat2,subadult,0,0,multiple,2,0,2,1
1231,08/08/2016,jul_aug,2, 15:09:47,none,2,center,PE,female,sat2,subadult,3,2,CL,15,0,0,1
1231,08/08/2016,jul_aug,2, 15:19:47,none,2,center,DU,female,sat2,subadult,2,1,ME,10,0,0,1
1231,08/08/2016,jul_aug,2, 15:29:47,none,2,center,MA,female,sat2,subadult,2,1,ME,5,0,1,1
1231,08/08/2016,jul_aug,2, 15:39:47,none,2,center,ME,female,sat2,subadult,1,1,CL,9,0,0,1
1231,08/08/2016,jul_aug,2, 15:49:47,none,2,satellite,ME,female,sat2,subadult,2,2,CL,7,0,0,1
1231,08/08/2016,jul_aug,2, 16:09:47,before,2,center,PE,female,sat2,subadult,3,2,ME,5,0,1,1
1231,08/08/2016,jul_aug,2, 16:19:47,before,2,satellite,PE,female,sat2,subadult,2,2,multiple,0,3,3,1
1231,08/08/2016,jul_aug,2, 16:29:47,before,2,satellite,DU,female,sat2,subadult,1,1,CL,5,0,1,1
1231,08/08/2016,jul_aug,2, 16:39:47,after,1,satellite,MA,female,sat2,subadult,2,2,ME,5,0,1,1
1231,08/08/2016,jul_aug,2, 16:49:47,after,1,satellite,ME,female,sat2,subadult,2,2,CL,4,0,1,1
1231,08/09/2016,jul_aug,2, 05:56:27,none,1,satellite,FY,female,sat1,adult,1,1,PA,5,0,1,1
1231,08/09/2016,jul_aug,2, 06:06:27,none,1,satellite,PA,female,sat1,adult,2,2,FY,6,0,0,1
916,08/09/2016,jul_aug,2, 06:07:18,none,1,satellite,DU,female,sat2,subadult,1,1,PE,2,0,2,1
916,08/09/2016,jul_aug,2, 06:17:18,none,1,satellite,MA,female,sat2,subadult,2,2,CL,3,0,2,1
916,08/09/2016,jul_aug,2, 06:27:18,none,1,satellite,ME,female,sat2,subadult,2,2,CL,3,0,2,1
916,08/09/2016,jul_aug,2, 06:37:18,before,1,satellite,PE,female,sat2,subadult,2,2,ME,5,0,1,1
916,08/09/2016,jul_aug,2, 06:57:18,before,1,satellite,DU,female,sat2,subadult,1,1,multiple,5,0,2,1
916,08/09/2016,jul_aug,2, 07:07:18,after,1,satellite,MA,female,sat2,subadult,2,2,ME,4,0,1,1
916,08/09/2016,jul_aug,2, 07:17:18,after,1,satellite,ME,female,sat2,subadult,1,1,PE,3,0,3,1
916,08/09/2016,jul_aug,2, 07:27:18,after,1,satellite,PE,female,sat2,subadult,1,1,multiple,2,0,3,1
916,08/09/2016,jul_aug,2, 07:37:18,none,1,satellite,ME,female,sat2,subadult,2,2,CL,4,0,2,1
916,08/09/2016,jul_aug,2, 07:57:18,none,1,satellite,MA,female,sat2,subadult,1,1,ME,3,0,2,1
916,08/09/2016,jul_aug,2, 13:50:34,none,2,satellite,PP,female,sat3,adult,2,2,none,,0,0,1
916,08/09/2016,jul_aug,2, 14:00:34,before,2,center,RK,female,sat3,adult,2,1,TR,5,0,1,1
916,08/09/2016,jul_aug,2, 14:10:34,before,2,center,TR,female,sat3,adult,1,1,multiple,9,0,0,1
916,08/09/2016,jul_aug,2, 14:30:34,after,2,center,PP,female,sat3,adult,2,1,PO,7,0,0,1
916,08/09/2016,jul_aug,2, 14:40:34,after,2,satellite,RK,female,sat3,adult,2,2,none,,0,0,1
916,08/09/2016,jul_aug,2, 14:50:34,after,2,center,TR,female,sat3,adult,2,1,PO,7,0,0,1
916,08/09/2016,jul_aug,2, 15:10:34,none,2,center,PP,female,sat3,adult,3,2,multiple,9,0,0,1
916,08/09/2016,jul_aug,2, 15:20:34,none,2,satellite,RK,female,sat3,adult,2,2,none,,0,0,1
916,08/09/2016,jul_aug,2, 15:30:34,none,2,center,TR,female,sat3,adult,1,1,PO,3,0,1,1
1231,08/09/2016,jul_aug,2, 15:44:47,none,1,satellite,FY,female,sat1,adult,1,1,PA,12,0,0,1
1231,08/09/2016,jul_aug,2, 15:54:47,none,1,satellite,PA,female,sat1,adult,2,2,FY,5,0,1,1
1231,08/09/2016,jul_aug,2, 16:14:47,before,1,satellite,FY,female,sat1,adult,2,2,PA,3,0,1,1
1231,08/09/2016,jul_aug,2, 16:24:47,before,1,satellite,PA,female,sat1,adult,1,1,FY,4,0,1,1
1231,08/09/2016,jul_aug,2, 16:44:47,after,1,satellite,FY,female,sat1,adult,2,2,PA,5,0,1,1
1231,08/09/2016,jul_aug,2, 16:54:47,after,1,satellite,PA,female,sat1,adult,2,2,FY,6,0,0,1
1231,08/09/2016,jul_aug,2, 17:14:47,none,1,satellite,FY,female,sat1,adult,2,2,PA,2,0,1,1
1231,08/09/2016,jul_aug,2, 17:24:47,none,1,satellite,PA,female,sat1,adult,2,2,FY,8,0,0,1
916,08/10/2016,aug_sep,3, 08:54:11,none,1,satellite,MA,female,sat2,subadult,1,1,multiple,1,2,2,1
916,08/10/2016,aug_sep,3, 09:04:11,none,1,satellite,ME,female,sat2,subadult,2,2,multiple,4,0,2,1
916,08/10/2016,aug_sep,3, 09:14:11,none,1,satellite,PE,female,sat2,subadult,1,1,DU,1,1,2,1
916,08/10/2016,aug_sep,3, 09:34:11,none,1,satellite,DU,female,sat2,subadult,1,1,ME,2,0,1,1
916,08/10/2016,aug_sep,3, 09:44:11,none,1,satellite,MA,female,sat2,subadult,2,2,multiple,2,0,3,1
916,08/10/2016,aug_sep,3, 09:54:11,none,1,satellite,ME,female,sat2,subadult,2,2,DU,1,1,2,1
916,08/10/2016,aug_sep,3, 10:04:11,before,1,satellite,PE,female,sat2,subadult,2,2,DU,3,0,4,1
916,08/10/2016,aug_sep,3, 10:24:11,before,1,satellite,DU,female,sat2,subadult,2,2,MA,5,0,1,1
916,08/10/2016,aug_sep,3, 10:34:11,after,1,satellite,MA,female,sat2,subadult,2,2,DU,5,0,1,1
916,08/10/2016,aug_sep,3, 10:44:11,after,1,satellite,ME,female,sat2,subadult,2,2,PE,4,0,2,1
1231,08/10/2016,aug_sep,3, 14:19:27,before,2,center,PA,female,sat1,adult,1,1,FY,10,0,0,1
916,08/10/2016,aug_sep,3, 14:20:39,before,1,satellite,TR,female,sat3,adult,2,2,PP,4,0,1,1
1231,08/10/2016,aug_sep,3, 14:29:27,before,2,center,FY,female,sat1,adult,2,1,none,,0,0,1
1231,08/10/2016,aug_sep,3, 14:49:27,after,1,center,PA,female,sat1,adult,1,1,FY,8,0,0,1
916,08/10/2016,aug_sep,3, 14:50:39,after,1,satellite,PP,female,sat3,adult,2,2,RK,2,0,3,1
1231,08/10/2016,aug_sep,3, 14:59:27,after,2,center,FY,female,sat1,adult,2,1,none,,0,0,1
916,08/10/2016,aug_sep,3, 15:00:39,none,1,satellite,RK,female,sat3,adult,2,2,multiple,4,0,3,1
916,08/10/2016,aug_sep,3, 15:10:39,none,1,satellite,TR,female,sat3,adult,2,2,PO,5,0,1,1
1231,08/10/2016,aug_sep,3, 15:19:27,none,2,center,PA,female,sat1,adult,2,1,none,,0,0,1
1231,08/10/2016,aug_sep,3, 15:29:27,none,2,center,FY,female,sat1,adult,1,1,PA,14,0,0,1
916,08/10/2016,aug_sep,3, 15:30:39,none,1,satellite,PP,female,sat3,adult,2,2,PO,3,0,1,1
916,08/10/2016,aug_sep,3, 15:40:39,none,1,satellite,RK,female,sat3,adult,2,2,TR,1,1,1,1
1231,08/10/2016,aug_sep,3, 15:49:27,none,2,satellite,PA,female,sat1,adult,2,2,none,,0,0,1
916,08/10/2016,aug_sep,3, 15:50:39,none,1,satellite,TR,female,sat3,adult,2,2,RK,2,0,1,1
1231,08/10/2016,aug_sep,3, 15:59:27,none,2,satellite,FY,female,sat1,adult,1,1,PA,2,0,1,1
916,08/11/2016,aug_sep,3, 06:14:02,none,1,satellite,PP,female,sat3,adult,1,1,PO,7,0,0,1
916,08/11/2016,aug_sep,3, 06:24:02,none,1,satellite,RK,female,sat3,adult,2,2,TR,2,0,2,1
916,08/11/2016,aug_sep,3, 06:34:02,before,1,satellite,TR,female,sat3,adult,2,2,RK,1,1,2,1
916,08/11/2016,aug_sep,3, 06:54:02,before,1,satellite,PP,female,sat3,adult,2,2,RK,4,0,2,1
916,08/11/2016,aug_sep,3, 07:04:02,after,1,satellite,RK,female,sat3,adult,2,2,TR,2,0,1,1
916,08/11/2016,aug_sep,3, 07:14:02,after,1,satellite,TR,female,sat3,adult,2,2,PP,5,0,1,1
916,08/11/2016,aug_sep,3, 07:34:02,none,1,satellite,PP,female,sat3,adult,2,2,RK,5,0,1,1
916,08/11/2016,aug_sep,3, 07:44:02,none,1,satellite,RK,female,sat3,adult,2,2,TR,2,0,1,1
916,08/11/2016,aug_sep,3, 07:54:02,none,1,satellite,TR,female,sat3,adult,2,2,RK,4,0,2,1
916,08/11/2016,aug_sep,3, 13:10:04,none,2,center,PE,female,sat2,subadult,2,1,CL,4,0,1,1
916,08/11/2016,aug_sep,3, 13:30:04,none,2,satellite,DU,female,sat2,subadult,1,1,none,,0,0,1
916,08/11/2016,aug_sep,3, 13:40:04,none,2,center,MA,female,sat2,subadult,3,2,PE,7,0,0,1
916,08/11/2016,aug_sep,3, 13:50:04,none,2,satellite,ME,female,sat2,subadult,0,0,multiple,1,2,3,1
916,08/11/2016,aug_sep,3, 14:00:04,before,2,center,PE,female,sat2,subadult,3,2,CL,10,0,0,1
916,08/11/2016,aug_sep,3, 14:20:04,before,2,satellite,DU,female,sat2,subadult,2,2,ME,7,0,0,1
916,08/11/2016,aug_sep,3, 14:40:04,after,2,satellite,ME,female,sat2,subadult,2,2,multiple,6,0,0,1
916,08/11/2016,aug_sep,3, 14:50:04,after,2,satellite,PE,female,sat2,subadult,1,1,ME,0,1,1,1
916,08/12/2016,aug_sep,3, 09:23:27,none,2,center,PP,female,sat3,adult,2,1,PO,7,0,0,1
916,08/12/2016,aug_sep,3, 09:33:27,none,2,satellite,RK,female,sat3,adult,2,2,none,,0,0,1
916,08/12/2016,aug_sep,3, 09:43:27,none,2,satellite,TR,female,sat3,adult,2,2,none,,0,0,1
916,08/12/2016,aug_sep,3, 10:13:27,before,2,center,PP,female,sat3,adult,2,1,PO,6,0,0,1
916,08/12/2016,aug_sep,3, 10:23:27,before,2,center,RK,female,sat3,adult,2,1,PO,4,0,2,1
916,08/12/2016,aug_sep,3, 10:33:27,after,2,center,TR,female,sat3,adult,2,1,PO,13,0,0,1
916,08/12/2016,aug_sep,3, 10:53:27,after,2,center,PP,female,sat3,adult,1,1,PO,3,0,1,1
916,08/12/2016,aug_sep,3, 14:33:09,after,1,satellite,PE,female,sat2,subadult,2,2,DU,0,1,2,1
916,08/12/2016,aug_sep,3, 14:53:09,after,1,satellite,DU,female,sat2,subadult,1,1,multiple,2,0,3,1
916,08/12/2016,aug_sep,3, 15:03:09,none,1,satellite,MA,female,sat2,subadult,1,1,PE,3,0,1,1
916,08/12/2016,aug_sep,3, 15:13:09,none,1,satellite,ME,female,sat2,subadult,1,1,CL,4,0,1,1
916,08/12/2016,aug_sep,3, 15:23:09,none,1,satellite,PE,female,sat2,subadult,2,2,MA,3,0,2,1
916,08/12/2016,aug_sep,3, 15:43:09,none,1,satellite,DU,female,sat2,subadult,2,2,ME,5,0,1,1
916,08/12/2016,aug_sep,3, 15:53:09,none,1,satellite,MA,female,sat2,subadult,2,2,multiple,6,0,0,1
916,08/12/2016,aug_sep,3, 16:23:09,before,1,satellite,ME,female,sat2,subadult,2,2,DU,6,0,0,1
916,08/12/2016,aug_sep,3, 16:33:09,after,1,satellite,PE,female,sat2,subadult,2,2,ME,5,0,1,1
916,08/12/2016,aug_sep,3, 16:53:09,after,1,satellite,DU,female,sat2,subadult,1,1,MA,3,0,2,1
916,08/13/2016,aug_sep,3, 15:14:18,none,1,satellite,RK,female,sat3,adult,1,1,multiple,6,0,0,1
916,08/13/2016,aug_sep,3, 15:24:18,none,1,satellite,TR,female,sat3,adult,2,2,multiple,4,0,2,1
916,08/13/2016,aug_sep,3, 15:44:18,none,1,satellite,PP,female,sat3,adult,2,2,multiple,3,0,2,1
916,08/13/2016,aug_sep,3, 15:55:05,none,1,center,FY,female,sat1,adult,2,1,PA,6,0,0,1
916,08/13/2016,aug_sep,3, 16:05:05,before,1,center,PA,female,sat1,adult,2,1,FY,7,0,0,1
916,08/13/2016,aug_sep,3, 16:25:05,before,1,center,FY,female,sat1,adult,1,1,PA,6,0,0,1
916,08/13/2016,aug_sep,3, 16:35:05,after,2,satellite,PA,female,sat1,adult,2,2,none,,0,0,1
916,08/13/2016,aug_sep,3, 16:55:05,after,2,center,FY,female,sat1,adult,1,1,PA,3,0,1,1
916,08/13/2016,aug_sep,3, 17:05:05,none,2,center,PA,female,sat1,adult,4,2,FY,7,0,0,1
1231,08/14/2016,aug_sep,3, 09:43:36,none,2,center,MA,female,sat2,subadult,3,2,PE,10,0,0,1
1231,08/14/2016,aug_sep,3, 09:53:36,none,2,satellite,ME,female,sat2,subadult,2,2,DU,7,0,0,1
1231,08/14/2016,aug_sep,3, 10:03:36,before,2,satellite,DU,female,sat2,subadult,2,2,CL,5,0,1,1
1231,08/14/2016,aug_sep,3, 10:13:36,before,2,center,PE,female,sat2,subadult,3,2,MA,14,0,0,1
1231,08/14/2016,aug_sep,3, 10:33:36,after,2,center,MA,female,sat2,subadult,1,1,ME,13,0,0,1
1231,08/14/2016,aug_sep,3, 10:43:36,after,2,center,ME,female,sat2,subadult,2,1,PE,8,0,0,1
1231,08/14/2016,aug_sep,3, 10:53:36,after,2,satellite,DU,female,sat2,subadult,1,1,PE,3,0,1,1
1231,08/14/2016,aug_sep,3, 11:03:36,none,2,satellite,PE,female,sat2,subadult,2,2,multiple,2,0,3,1
1231,08/14/2016,aug_sep,3, 11:23:36,none,2,satellite,MA,female,sat2,subadult,2,2,ME,0,1,3,1
1231,08/14/2016,aug_sep,3, 11:33:36,none,2,satellite,ME,female,sat2,subadult,2,2,CL,2,0,2,1
916,08/14/2016,aug_sep,3, 13:23:13,none,1,satellite,PA,female,sat1,adult,2,2,FY,8,0,0,1
916,08/14/2016,aug_sep,3, 14:03:13,before,1,satellite,FY,female,sat1,adult,2,2,PA,4,0,1,1
916,08/14/2016,aug_sep,3, 14:13:13,before,1,satellite,PA,female,sat1,adult,2,2,FY,4,0,1,1
916,08/14/2016,aug_sep,3, 14:33:13,after,1,satellite,FY,female,sat1,adult,1,1,PA,8,0,0,1
916,08/14/2016,aug_sep,3, 14:43:13,after,1,satellite,PA,female,sat1,adult,2,2,FY,4,0,1,1
1231,08/14/2016,aug_sep,3, 14:51:40,after,1,satellite,PP,female,sat3,adult,2,2,TR,4,0,2,1
916,08/14/2016,aug_sep,3, 15:03:13,none,1,satellite,FY,female,sat1,adult,2,2,PA,4,0,1,1
1231,08/14/2016,aug_sep,3, 15:11:40,none,1,satellite,TR,female,sat3,adult,2,2,PP,6,0,0,1
1231,08/14/2016,aug_sep,3, 15:21:40,none,1,satellite,RK,female,sat3,adult,2,2,PP,3,0,1,1
1231,08/14/2016,aug_sep,3, 15:51:40,none,1,satellite,PP,female,sat3,adult,2,2,multiple,5,0,2,1
1231,08/14/2016,aug_sep,3, 16:11:40,before,1,satellite,TR,female,sat3,adult,2,2,RK,3,0,2,1
1231,08/14/2016,aug_sep,3, 16:21:40,before,1,satellite,RK,female,sat3,adult,2,2,TR,3,0,1,1
1231,08/15/2016,aug_sep,3, 06:18:18,none,1,satellite,TR,female,sat3,adult,2,2,RK,5,0,1,1
1231,08/15/2016,aug_sep,3, 06:28:18,none,1,satellite,RK,female,sat3,adult,2,2,multiple,5,0,2,1
1231,08/15/2016,aug_sep,3, 06:48:18,before,1,satellite,PP,female,sat3,adult,1,1,PO,3,0,1,1
1231,08/15/2016,aug_sep,3, 06:58:18,before,1,satellite,TR,female,sat3,adult,2,2,RK,5,0,1,1
1231,08/15/2016,aug_sep,3, 07:08:18,after,1,satellite,RK,female,sat3,adult,2,2,TR,9,0,0,1
1231,08/15/2016,aug_sep,3, 07:28:18,after,2,center,PP,female,sat3,adult,2,1,PO,5,0,1,1
1231,08/15/2016,aug_sep,3, 07:38:18,none,2,center,TR,female,sat3,adult,2,1,PP,6,0,0,1
1231,08/15/2016,aug_sep,3, 07:48:18,none,2,center,RK,female,sat3,adult,2,1,PP,8,0,0,1
916,08/15/2016,aug_sep,3, 08:49:43,none,1,satellite,PA,female,sat1,adult,2,2,FY,4,0,1,1
916,08/15/2016,aug_sep,3, 09:09:43,none,1,satellite,FY,female,sat1,adult,1,1,PA,7,0,0,1
916,08/15/2016,aug_sep,3, 09:19:43,none,1,satellite,PA,female,sat1,adult,2,2,FY,6,0,0,1
916,08/15/2016,aug_sep,3, 09:39:43,none,1,satellite,FY,female,sat1,adult,1,1,PA,7,0,0,1
916,08/15/2016,aug_sep,3, 09:49:43,none,1,satellite,PA,female,sat1,adult,1,1,FY,6,0,0,1
916,08/15/2016,aug_sep,3, 10:09:43,before,1,satellite,FY,female,sat1,adult,2,2,PA,6,0,0,1
916,08/15/2016,aug_sep,3, 10:19:43,before,1,satellite,PA,female,sat1,adult,2,2,FY,9,0,0,1
916,08/15/2016,aug_sep,3, 10:39:43,after,1,satellite,FY,female,sat1,adult,1,1,PA,8,0,0,1
1231,08/15/2016,aug_sep,3, 14:26:26,before,1,satellite,MA,female,sat2,subadult,2,2,CL,3,0,2,1
1231,08/15/2016,aug_sep,3, 14:36:26,after,1,satellite,ME,female,sat2,subadult,2,2,MA,4,0,1,1
